"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Amulet Titan - Food,Humans - Shardless Cascade - Amulet Titan,Amulet Titan - Food,Amulet Titan - Food,Amulet Titan - Food
"Tiers 1.5",Shardless Cascade - Burn - Izzet Prowess,Food,Shardless Cascade - Humans - Burn - Izzet Prowess,Shardless Cascade - Humans - Burn - Izzet Prowess,Shardless Cascade - Humans - Burn - Izzet Prowess
"Tiers 2",Humans - Azorius Control - Mill - Jund Midrange - Esper Control - Reclamation - Bant Control,Burn - Izzet Prowess - Azorius Control - Mill - Jund Midrange - Esper Control - Reclamation - Bant Control,Azorius Control - Mill - Jund Midrange - Esper Control - Reclamation - Bant Control,Azorius Control - Mill - Jund Midrange - Esper Control - Reclamation - Bant Control,Azorius Control - Mill - Jund Midrange - Esper Control - Reclamation - Bant Control
"Tiers 2.5",,,,,
