"","CardNames","DeckCount","WinrateAverage"
"1","Aether Gust",14,75
"2","Mystical Dispute",13,80.8
"3","Engineered Explosives",13,78.8
"4","Force of Vigor",13,80.8
"5","Dismember",11,84.1
"6","Pithing Needle",11,79.5
"7","Endurance",10,80
"8","Tormod's Crypt",9,83.3
"9","Timely Reinforcements",9,77.8
"10","Ghost Quarter",9,80.6
"11","Force of Negation",8,78.1
"12","Path to Exile",7,78.6
"13","Veil of Summer",7,75
"14","Foundation Breaker",7,82.1
"15","Leyline of the Void",7,82.1
"16","Rest in Peace",6,75
"17","Teferi, Time Raveler",6,79.2
"18","Tireless Tracker",6,79.2
"19","Thoughtseize",6,79.2
"20","Bojuka Bog",6,83.3
"21","Kor Firewalker",5,80
"22","Lurrus of the Dream-Den",5,80
"23","Dovin's Veto",5,80
"24","Subtlety",5,80
"25","Soul-Guide Lantern",5,75
"26","Relic of Progenitus",4,81.2
"27","Damping Sphere",4,75
"28","Damnation",4,75
"29","Stony Silence",4,75
"30","Arboreal Grazer",4,81.2
"31","Skullcrack",3,75
"32","Roiling Vortex",3,75
"33","Smash to Smithereens",3,75
"34","Cleansing Wildfire",3,75
"35","Spell Pierce",3,75
"36","Celestial Purge",3,83.3
"37","Kaya's Guile",3,75
"38","Go for the Throat",3,75
"39","Fatal Push",3,83.3
"40","Collective Brutality",3,75
"41","Plague Engineer",3,75
"42","Surgical Extraction",3,75
"43","Grafdigger's Cage",3,75
"44","Void Mirror",3,75
"45","Liquimetal Coating",3,83.3
"46","Brazen Borrower",2,100
"47","Gemstone Caverns",2,100
"48","Leyline of Sanctity",2,87.5
"49","Vapor Snag",2,75
"50","Abrade",2,75
