"","CardNames","DeckCount","Winrate95Min"
"1","Colossal Skyturtle",18,70.1
"2","Silent Clearing",39,69.9
"3","Spell Pierce",112,69.8
"4","Misty Rainforest",219,69.8
"5","Stoneforge Mystic",52,69.6
"6","Esper Sentinel",58,69.6
"7","Blacksmith's Skill",27,69.5
"8","Puresteel Paladin",49,69.4
"9","Colossus Hammer",49,69.4
"10","Sigarda's Aid",49,69.4
"11","Counterspell",113,69.4
"12","Otawara, Soaring City",172,69.4
"13","Kaldra Compleat",38,69.3
"14","Flooded Strand",152,69.3
"15","Steam Vents",245,69.3
"16","Explore",30,69.2
"17","Arid Mesa",91,69.2
"18","Forest",140,69.2
"19","Scalding Tarn",226,69.2
"20","Polluted Delta",108,69.1
"21","Boseiju, Who Endures",168,69.1
"22","Spirebluff Canal",102,69
"23","Gingerbrute",34,68.8
"24","Steelshaper's Gift",38,68.8
"25","Inkmoth Nexus",51,68.8
"26","Urza's Saga",108,68.8
"27","Breeding Pool",113,68.7
"28","Mishra's Bauble",128,68.7
"29","Hallowed Fountain",121,68.6
"30","Expressive Iteration",141,68.6
"31","Wooded Foothills",144,68.6
"32","Lightning Bolt",193,68.5
"33","Plains",74,68.3
"34","Giver of Runes",31,68.2
"35","Seachrome Coast",44,68.2
"36","Springleaf Drum",74,68.2
"37","Windswept Heath",94,68.2
"38","Endurance",102,68.2
"39","Ragavan, Nimble Pilferer",127,68.2
"40","Ornithopter",52,68.1
"41","Archmage's Charm",89,68.1
"42","Fiery Islet",117,68.1
"43","The Reality Chip",34,68
"44","Shadowspear",79,68
"45","Unholy Heat",135,68
"46","Consider",72,67.9
"47","Murktide Regent",73,67.9
"48","Snow-Covered Island",108,67.9
"49","Island",138,67.9
"50","Street Wraith",28,67.7
