"","SetCode","NoCopies","Winrate"
"1","MH2",5613,0.716
"2","ZEN",2449,0.72
"3","LEA",2285,0.715
"4","MH1",2203,0.719
"5","ONS",1640,0.719
"6","ELD",1076,0.721
"7","NEO",999,0.724
"8","WWK",889,0.723
"9","GPT",795,0.717
"10","RAV",729,0.716
"11","SNC",719,0.706
"12","KLD",686,0.722
"13","WAR",668,0.71
"14","STX",657,0.719
"15","DIS",644,0.717
"16","M20",586,0.704
"17","ICE",553,0.712
"18","ZNR",547,0.693
"19","FUT",532,0.72
"20","LRW",526,0.712
"21","ATQ",511,0.712
"22","MRD",510,0.697
"23","CSP",502,0.72
"24","NPH",469,0.721
"25","5DN",452,0.715
"26","SOM",446,0.712
"27","TSP",439,0.725
"28","EMN",407,0.726
"29","THB",407,0.717
"30","AVR",399,0.716
"31","MID",371,0.724
"32","ARB",359,0.725
"33","IKO",342,0.706
"34","AER",315,0.702
"35","CMD",283,0.722
"36","DKA",275,0.728
"37","KTK",245,0.705
"38","PC2",244,0.718
"39","RNA",243,0.724
"40","ROE",235,0.696
"41","CHK",230,0.708
"42","M11",229,0.724
"43","DRK",229,0.713
"44","PLS",228,0.698
"45","GTC",223,0.699
"46","SHM",211,0.702
"47","AFR",201,0.715
"48","ALA",187,0.72
"49","M21",185,0.73
"50","MBS",177,0.731
"51","DST",175,0.701
"52","PLC",170,0.713
"53","JOU",147,0.702
"54","RTR",145,0.718
"55","AKH",142,0.734
"56","HOU",138,0.731
"57","SOK",134,0.715
"58","CON",127,0.737
"59","APC",126,0.704
"60","STH",109,0.719
"61","MIR",108,0.73
"62","OGW",103,0.69
"63","SOI",102,0.762
"64","DOM",97,0.692
"65","INV",84,0.715
"66","GRN",84,0.698
"67","M19",83,0.688
"68","BFZ",82,0.696
"69","ISD",81,0.695
"70","EVE",62,0.722
"71","MOR",59,0.693
"72","VOW",58,0.736
"73","XLN",47,0.69
"74","DTK",43,0.703
"75","ULG",35,0.693
"76","FRF",34,0.72
"77","M13",31,0.708
"78","WTH",28,0.729
"79","DGM",27,0.718
"80","M15",24,0.764
"81","KHM",22,0.69
"82","JUD",21,0.733
"83","M12",21,0.64
"84","ORI",20,0.675
"85","M10",19,0.683
"86","ARN",19,0.744
"87","C14",11,0.649
"88","TMP",11,0.657
"89","BOK",8,0.65
"90","THS",8,0.783
"91","PTK",7,0.769
"92","RIX",7,0.688
"93","P02",5,0.769
"94","SCG",3,0.632
"95","NEM",2,0.6
"96","USG",2,0.6
"97","LEG",1,0.571
