"","CardNames","DeckCount","Winrate95Min"
"1","Force of Vigor",149,70
"2","Relic of Progenitus",87,69.4
"3","Mystical Dispute",194,69.4
"4","Hushbringer",37,69.1
"5","Path to Exile",61,69.1
"6","Flusterstorm",141,69
"7","Dress Down",127,68.9
"8","Endurance",142,68.8
"9","March of Otherworldly Light",47,68.7
"10","Boseiju, Who Endures",57,68.6
"11","Subtlety",119,68.4
"12","Engineered Explosives",153,68.4
"13","Lavinia, Azorius Renegade",41,68.3
"14","Pithing Needle",93,68.2
"15","Sanctifier en-Vec",57,68.1
"16","Blood Moon",85,68
"17","Jace, the Mind Sculptor",64,67.8
"18","Chalice of the Void",98,67.8
"19","Magus of the Moon",96,67.8
"20","Mana Leak",16,67.4
"21","Unlicensed Hearse",118,67.4
"22","Dismember",30,67.3
"23","Thoughtseize",30,67
"24","Supreme Verdict",28,66.8
"25","Leyline of the Void",37,66.7
"26","Soul-Guide Lantern",42,66.7
"27","Veil of Summer",86,66.7
"28","Tireless Tracker",16,66.4
"29","Outland Liberator",23,66.4
"30","Tormod's Crypt",64,66.2
"31","Yorion, Sky Nomad",54,65.8
"32","Firespout",8,65.4
"33","Teferi, Time Raveler",24,65.1
"34","Spell Pierce",64,65.1
"35","Scavenging Ooze",20,65
"36","Roiling Vortex",34,65
"37","Emrakul, the Promised End",45,64.9
"38","Foundation Breaker",40,64.8
"39","Fury",57,64.5
"40","Radiant Fountain",8,64.2
"41","Necromentia",24,64.2
"42","Crime // Punishment",25,64.1
"43","Tourach, Dread Cantor",41,64
"44","Leyline of Sanctity",29,63.9
"45","Smash to Smithereens",32,63.5
"46","Nature's Claim",21,63.2
"47","Portable Hole",6,63.1
"48","Liquimetal Coating",27,63.1
"49","Ensnaring Bridge",30,63.1
"50","Deflecting Palm",30,63.1
