"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown - Izzet Delver - Death  &  Taxes - Elves - Mono Red Prison - Doomsday - Sneak  &  Show - WURG Control - Bant Control - Slow   Depths - Artifacts   Blue,Boros Painter - Birgi   Storm - Tin   Fins   - Izzet Tempo - Conflict(UW   Control,Esper Vial) - Yorion   Zenith - WUBG Control - Selesnya Depths - WUBR Reanimator,Izzet Delver - Izzet Tempo - Unknown - Bant Control - Yorion   Zenith - Death  &  Taxes - Conflict(Jeskai Mentor,Jeskai Standstill) - WURG Control - Doomsday,Unknown - Izzet Delver - Death  &  Taxes - Elves - Doomsday - Bant Control - Mono Red Prison - WURG Control - Sneak  &  Show - Slow   Depths,Unknown - Izzet Delver - Death  &  Taxes - Elves - Doomsday - Bant Control - Mono Red Prison - WURG Control - Sneak  &  Show - Slow   Depths
"Tiers 1.5",UW   Control - TES - Conflict(Jeskai Mentor,Jeskai Standstill) - Madness - Oops !  All   Spells - Karn   Post - Gruul Lands - Jeskai Mentor - Conflict(Slow   Depths,Gruul Lands) - Mono Green Post - Izzet Tempo - Yorion   Zenith - Simic Omnitell - 4 C   Control - Maverick - Karn   Echoes,Conflict(Jeskai Mentor,Jeskai Standstill) - Conflict(Izzet Painter,Izzet Tempo) - UBRG Cascade - Bant Control - Azorius Affinity - Izzet Delver - Jeskai Mentor - Karn   Echoes - WURG Lands - WURG Control - 5 Color Control - Simic Omnitell - Conflict(Turbo   Depths,Rainbow   Depths) - Mardu Reanimator - 4 C   Control - Death  &  Taxes - Goblins - 5 Color Cascade - Doomsday - Unknown - Sneak  &  Show,Sneak  &  Show - Jeskai Mentor - Mono Red Prison - Boros Painter - Slow   Depths - Artifacts   Blue - Birgi   Storm - Elves - TES - Tin   Fins   - UW   Control - Karn   Echoes - Simic Omnitell - Madness - 4 C   Control - Gruul Lands - Selesnya Depths - Mardu Reanimator - Oops !  All   Spells - WUBR Reanimator - Conflict(UW   Control,Esper Vial) - Karn   Post - Mono Green Post - 5 Color Cascade - Conflict(Slow   Depths,Gruul Lands) - UBRG Cascade,Artifacts   Blue - Conflict(Jeskai Mentor,Jeskai Standstill) - Izzet Tempo - UW   Control - TES - Jeskai Mentor - Yorion   Zenith - Madness - Oops !  All   Spells - Gruul Lands - Karn   Post - Simic Omnitell - Karn   Echoes - Mono Green Post - 4 C   Control - Conflict(Slow   Depths,Gruul Lands) - Mardu Reanimator - Boros Painter - Birgi   Storm,Artifacts   Blue - Conflict(Jeskai Mentor,Jeskai Standstill) - Izzet Tempo - UW   Control - TES - Jeskai Mentor - Yorion   Zenith - Madness - Oops !  All   Spells - Gruul Lands - Karn   Post - Simic Omnitell - Karn   Echoes - Mono Green Post - 4 C   Control - Conflict(Slow   Depths,Gruul Lands) - Mardu Reanimator - Boros Painter - Birgi   Storm
"Tiers 2",Mardu Reanimator - Curse   Stompy - 5 Color Cascade - Temur Cascade - Goblins - 5 Color Control - Dimir Ninjas - Selesnya Depths - Turbo   Depths - Tin   Fins   - Birgi   Storm - Jeskai Tempo - Azorius Omnitell - UBRG Cascade - WUBR Reanimator - Boros Painter - High   Tide - Grixis Tempo - Burn - Conflict(UW   Control,Esper Vial) - WURG Lands - Mono Red Painter - Temur Tempo,Artifacts   Blue - TES - Dimir Ninjas - Jund Reanimator - Slow   Depths - UW   Control - Mono Red Prison - Madness - Temur Tempo - Gruul Lands - Azorius Omnitell - Jeskai Tempo - Temur Cascade - WBRG Reanimator - Mono Red Painter - Elves - Oops !  All   Spells - Mono Green Post - Karn   Post - Conflict(Slow   Depths,Gruul Lands) - Maverick - High   Tide,5 Color Control - Goblins - Maverick - Dimir Ninjas - Temur Cascade - WUBG Control - Curse   Stompy - WURG Lands - Jeskai Tempo - Azorius Omnitell - Azorius Affinity - Conflict(Turbo   Depths,Rainbow   Depths) - Conflict(Izzet Painter,Izzet Tempo) - Temur Tempo,Tin   Fins   - Maverick - Selesnya Depths - 5 Color Cascade - WUBR Reanimator - Goblins - 5 Color Control - Conflict(UW   Control,Esper Vial) - UBRG Cascade - Curse   Stompy - Temur Cascade - Dimir Ninjas - Jeskai Tempo - WUBG Control - Azorius Omnitell - WURG Lands - Turbo   Depths - Conflict(Turbo   Depths,Rainbow   Depths) - Azorius Affinity - High   Tide - Conflict(Izzet Painter,Izzet Tempo) - Temur Tempo,Tin   Fins   - Maverick - Selesnya Depths - 5 Color Cascade - WUBR Reanimator - Goblins - 5 Color Control - Conflict(UW   Control,Esper Vial) - UBRG Cascade - Curse   Stompy - Temur Cascade - Dimir Ninjas - Jeskai Tempo - WUBG Control - Azorius Omnitell - WURG Lands - Turbo   Depths - Conflict(Turbo   Depths,Rainbow   Depths) - Azorius Affinity - High   Tide - Conflict(Izzet Painter,Izzet Tempo) - Temur Tempo
"Tiers 2.5",Conflict(Turbo   Depths,Rainbow   Depths) - Naya Lands - Bant Zoo - Bant Stoneblade - WUBG Control - WBRG Reanimator - Azorius Affinity - Jund Reanimator - Conflict(Izzet Painter,Izzet Tempo) - Sultai Ninjas,Curse   Stompy - Bant Stoneblade - Bant Zoo - Grixis Tempo - Turbo   Depths - Naya Lands - Burn - Sultai Ninjas,High   Tide - Turbo   Depths - Mono Red Painter - Jund Reanimator - Grixis Tempo - WBRG Reanimator - Bant Stoneblade - Bant Zoo - Naya Lands - Burn - Sultai Ninjas,Mono Red Painter - Grixis Tempo - Jund Reanimator - WBRG Reanimator - Bant Stoneblade - Bant Zoo - Naya Lands - Burn - Sultai Ninjas,Mono Red Painter - Grixis Tempo - Jund Reanimator - WBRG Reanimator - Bant Stoneblade - Bant Zoo - Naya Lands - Burn - Sultai Ninjas
