"","CardNames","DeckCount","Winrate95Min"
"1","Flooded Strand",756,71
"2","Hallowed Fountain",505,70.9
"3","Raugrin Triome",412,70.8
"4","Ketria Triome",383,70.6
"5","Force of Negation",519,70.6
"6","Teferi, Time Raveler",512,70.6
"7","Breeding Pool",685,70.6
"8","Misty Rainforest",911,70.6
"9","Steam Vents",1001,70.6
"10","Forest",991,70.6
"11","Island",979,70.4
"12","Omnath, Locus of Creation",250,70.3
"13","Stomping Ground",676,70.3
"14","Plains",803,70.3
"15","Violent Outburst",262,70.2
"16","Snow-Covered Island",345,70.2
"17","Temple Garden",479,70.2
"18","Scalding Tarn",928,70.2
"19","Teferi, Hero of Dominaria",207,70.1
"20","Prismatic Ending",304,70.1
"21","Spirebluff Canal",469,70.1
"22","Windswept Heath",546,70.1
"23","Wooded Foothills",947,70.1
"24","Lightning Bolt",1142,70.1
"25","Gemstone Caverns",164,69.9
"26","Jace, the Mind Sculptor",227,69.9
"27","Field of Ruin",236,69.9
"28","Cryptic Command",310,69.9
"29","Cavern of Souls",331,69.9
"30","Wrenn and Six",394,69.9
"31","Mountain",954,69.9
"32","Uro, Titan of Nature's Wrath",121,69.7
"33","Stormwing Entity",148,69.7
"34","Verdant Catacombs",440,69.7
"35","Monastery Swiftspear",419,69.7
"36","Polluted Delta",510,69.7
"37","Fiery Islet",467,69.7
"38","Mishra's Bauble",693,69.7
"39","Growth Spiral",90,69.6
"40","Mystic Sanctuary",128,69.6
"41","Lava Dart",220,69.6
"42","Supreme Verdict",247,69.6
"43","Utopia Sprawl",234,69.6
"44","Soul-Scar Mage",221,69.6
"45","Snow-Covered Forest",255,69.6
"46","Path to Exile",269,69.6
"47","Valki, God of Lies",137,69.5
"48","Chalice of the Void",168,69.5
"49","Godless Shrine",197,69.5
"50","Shardless Agent",201,69.5
