"","Artist","NoCopies","Winrate"
"1","Rob Alexander",16604,0.714
"2","Christopher Rush",8495,0.713
"3","Mark Poole",4241,0.713
"4","Eric Deschamps",4012,0.71
"5","Adam Paquette",3539,0.718
"6","Chippy",3498,0.712
"7","Steve Argyle",2849,0.711
"8","Shelly Wan",2758,0.716
"9","Aleksi Briclot",2729,0.712
"10","Philip Straub",2679,0.712
"11","Tomasz Jedruszek",2617,0.71
"12","Douglas Shuler",2592,0.71
"13","Raymond Swanland",2526,0.711
"14","Svetlin Velinov",2514,0.713
"15","Ron Spears",2479,0.712
"16","Anastasia Ovchinnikova",2468,0.713
"17","Todd Lockwood",2443,0.714
"18","Franz Vohwinkel",2443,0.709
"19","Jason Chan",2421,0.715
"20","Mark Zug",2374,0.709
"21","Terese Nielsen",2342,0.713
"22","Seb McKinnon",2325,0.711
"23","Jonas De Ro",2299,0.716
"24","Ryan Pancoast",2264,0.714
"25","Chris Rallis",2173,0.721
"26","Vance Kovacs",2164,0.715
"27","John Avon",2147,0.713
"28","Jesper Myrfors",2110,0.714
"29","Paul Scott Canavan",2093,0.717
"30","John Stanko",2046,0.712
"31","Izzy",1921,0.712
"32","Howard Lyon",1915,0.708
"33","Cyril Van Der Haegen",1908,0.708
"34","Chase Stone",1906,0.713
"35","Kev Walker",1872,0.712
"36","Anthony S. Waters",1860,0.715
"37","Jung Park",1834,0.709
"38","Yeong-Hao Han",1834,0.708
"39","Dave Kendall",1830,0.709
"40","Mark Tedin",1816,0.703
"41","Cliff Childs",1776,0.716
"42","Vincent Proce",1745,0.712
"43","Ekaterina Burmak",1713,0.717
"44","Alayna Danner",1705,0.706
"45","Daarken",1650,0.71
"46","Pete Venters",1629,0.709
"47","Randy Vargas",1622,0.716
"48","Sam Burley",1558,0.718
"49","Dmitry Burmak",1557,0.709
"50","Jason Rainville",1556,0.711
"51","Lake Hurwitz",1528,0.714
"52","Simon Dominic",1527,0.711
"53","Titus Lunter",1524,0.707
"54","James Paick",1524,0.714
"55","Mike Bierek",1516,0.707
"56","Chris Rahn",1511,0.715
"57","Michael Sutfin",1475,0.709
"58","Tom Wänerstrand",1458,0.71
"59","Martina Fackova",1336,0.709
"60","Anson Maddocks",1325,0.715
"61","Greg Hildebrandt",1300,0.708
"62","Lius Lasahido",1252,0.722
"63","Warren Mahy",1243,0.708
"64","Matt Stewart",1178,0.704
"65","Raoul Vitale",1147,0.715
"66","Heather Hudson",1147,0.714
"67","Darrell Riche",1124,0.717
"68","Michael Komarck",1071,0.707
"69","Volkan Baǵa",1064,0.709
"70","Richard Whitters",1047,0.721
"71","Kari Christensen",1040,0.705
"72","Richard Wright",1021,0.71
"73","Donato Giancola",1017,0.712
"74","Amy Weber",1014,0.708
"75","Jeff Miracola",1009,0.716
"76","Wisnu Tan",1009,0.707
"77","Daniel Ljunggren",1000,0.707
"78","Jason Felix",992,0.713
"79","Kieran Yanner",967,0.712
"80","Jean-Sébastien Rossbach",946,0.707
"81","Wayne England",942,0.709
"82","Greg Staples",934,0.711
"83","Cynthia Sheppard",933,0.711
"84","Victor Adame Minguez",907,0.717
"85","Ben Thompson",901,0.711
"86","rk post",887,0.713
"87","Christopher Moeller",887,0.715
"88","Johannes Voss",878,0.702
"89","Dimitar Marinski",877,0.712
"90","David Martin",877,0.714
"91","Lucas Graciano",819,0.708
"92","Steven Belledin",816,0.712
"93","Christine Choi",807,0.716
"94","Dan Frazier",806,0.704
"95","Justin Murray",782,0.709
"96","Noah Bradley",764,0.712
"97","John Howe",764,0.708
"98","Dan Scott",761,0.709
"99","Slawomir Maniak",758,0.71
"100","Erica Yang",752,0.707
"101","Michael C. Hayes",728,0.703
"102","Zoltan Boros",684,0.697
"103","David Rapoza",671,0.708
"104","Evan Shipard",664,0.714
"105","Martina Pilcerova",657,0.72
"106","Scott Murphy",636,0.717
"107","Craig J Spearing",635,0.716
"108","Adam Rex",631,0.708
"109","Caroline Gariba",613,0.724
"110","Campbell White",611,0.697
"111","Gabor Szikszai",594,0.719
"112","Johann Bodin",586,0.704
"113","Nicholas Gregory",574,0.7
"114","Yongjae Choi",539,0.72
"115","Bastien L. Deharme",503,0.715
"116","Magali Villeneuve",501,0.715
"117","Heonhwa Choe",486,0.702
"118","David Palumbo",485,0.715
"119","Mark A. Nelson",477,0.71
"120","Jesper Ejsing",475,0.718
"121","Jaime Jones",442,0.707
"122","Igor Kieryluk",436,0.714
"123","Chris Ostrowski",426,0.713
"124","Caio Monteiro",423,0.701
