"","CardNames","DeckCount","Winrate95Min"
"1","Mystical Dispute",782,70.5
"2","Reclamation Sage",89,70.3
"3","Veil of Summer",625,70.3
"4","Cavern of Souls",30,70.2
"5","Aether Gust",511,70.2
"6","Soul-Guide Lantern",440,70.1
"7","Thoughtseize",310,70
"8","Engineered Explosives",721,70
"9","Yorion, Sky Nomad",100,69.9
"10","Spell Pierce",262,69.9
"11","Kozilek's Return",311,69.9
"12","Force of Vigor",456,69.9
"13","Abrade",307,69.8
"14","Path to Exile",566,69.8
"15","Pithing Needle",515,69.8
"16","Lurrus of the Dream-Den",692,69.8
"17","Endurance",299,69.7
"18","Fatal Push",189,69.6
"19","Celestial Purge",229,69.6
"20","Deicide",83,69.5
"21","Force of Negation",254,69.5
"22","Tormod's Crypt",357,69.5
"23","Blood Moon",306,69.4
"24","Auriok Champion",200,69.3
"25","Damping Sphere",260,69.2
"26","Flusterstorm",291,69.2
"27","Rest in Peace",343,69.2
"28","Vapor Snag",102,69.1
"29","Relic of Progenitus",374,69.1
"30","Tireless Tracker",57,69
"31","Subtlety",114,69
"32","Foundation Breaker",160,69
"33","Ashiok, Dream Render",194,69
"34","Wear // Tear",184,69
"35","Hurkyl's Recall",38,68.9
"36","Wurmcoil Engine",132,68.9
"37","Giant Killer",40,68.8
"38","Dismember",217,68.8
"39","Nihil Spellbomb",233,68.8
"40","Dispel",100,68.7
"41","Seal of Cleansing",132,68.7
"42","Liquimetal Coating",193,68.7
"43","Wheel of Sun and Moon",49,68.6
"44","Pact of Negation",68,68.6
"45","Chalice of the Void",334,68.6
"46","Crumble to Dust",67,68.5
"47","Kroxa, Titan of Death's Hunger",72,68.5
"48","Supreme Verdict",106,68.5
"49","Dovin's Veto",158,68.5
"50","Torpor Orb",177,68.5
