"CardNames","CardCount","DeckCount","WinCount","MatchCount","WinrateAverage","Winrate95Min","Winrate95Max","Archetypes","URL","Artists","Colors","CMC","Types","FirstSet","CardCountOutTotalCards","DeckCountOutTotalDecks","AverageCopies"
"Adeline, Resplendent Cathar",7,3,16,23,69.6,47.1,86.8," 3 Humans 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-09-26#mickeyplaysmagic_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-18#lifore_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-25#lifore_th_place 
","Bryan Sola","W",3,"Creature","MID",0,0.1,2.3
"Augur of Autumn",1,1,4,7,57.1,18.4,90.1," 1 Yawgmoth 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#demonictutors_th_place 
","Billy Christian","G",3,"Creature","MID",0,0,1
"Cathartic Pyre",4,1,5,7,71.4,29,96.3," 1 Dredge 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#kefka_st_place 
","Ryan Yee","R",2,"Instant","MID",0,0,4
"Consider",43,13,65,99,65.7,55.4,74.9," 4 Izzet Control 
 5 Izzet Murktide 
 1 Jeskai Murktide 
 1 Phoenix 
 1 Reanimator 
 1 Temur Control 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-19#spiderspace_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-19#aspiringspike_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-20#cuzant_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-09-26#diemx_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-09-26#nick_fox_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#_tia__th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#sokos_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#soulstrong_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-04#sokos_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-04#soulstrong_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-04#tiemuuu_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-10#stturnnegator_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2021-10-25#mzblazer_th_place 
","Zezhou Chen","U",1,"Instant","MID",0,0.4,3.3
"Faithful Mending",25,7,42,57,73.7,60.3,84.5," 1 Creativity Combo 
 1 Phoenix 
 5 Reanimator 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-19#spiderspace_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-19#aspiringspike_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-09-26#mikogk_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#kanymtg_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#barczek_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-24#aspiringspike_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-25#sokos_st_place 
","Caroline Gariba","U,W",2,"Instant","MID",0,0.2,3.6
"Fateful Absence",1,1,4,7,57.1,18.4,90.1," 1 Creativity Combo 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-19#parrotlet_st_place 
","Eric Deschamps","W",2,"Instant","MID",0,0,1
"Memory Deluge",103,44,235,334,70.4,65.1,75.2," 30 Azorius Control 
 1 Izzet Control 
 12 Jeskai Control 
 1 Reclamation 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-19#billsive_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-20#koko_lopez_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-20#viktor_von_muerte_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-20#darthkid_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-09-26#kazuga_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#xfile_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#zyuryo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#mrcafouillette_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#julzorkj_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#zyuryo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#ht_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#viktor_von_muerte_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#scipios_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-04#koko_lopez_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-04#bgdan_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-04#benni_r_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-10#kentaro_hokori_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-10#nammersquats_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-10#mrcafouillette_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-11#ivc_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-11#watoo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-11#zyuryo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2021-10-16#nammersquats_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-17#watoo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-17#alanalana_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-17#koko_lopez_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-17#mechint_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-17#zol_st_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-18#benni_r_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-18#kanister_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-18#lavaridge_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-18#koko_lopez_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-18#jessy_samek_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-18#thebigmoke_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-24#pintogeddon_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-24#watoo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-24#kentaro_hokori_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-24#billsive_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-25#mrcafouillette_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-25#koko_lopez_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-25#bsk_hercules_nd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-25#tiemuuu_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2021-10-25#nammersquats_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2021-10-25#s_th_place 
","Lake Hurwitz","U",4,"Instant","MID",0.1,1.5,2.3
"Otherworldly Gaze",4,1,4,7,57.1,18.4,90.1," 1 Dredge 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-19#fujisan_th_place 
","Chris Cold","U",1,"Instant","MID",0,0,4
"Outland Liberator",6,6,37,50,74,59.7,85.4," 1 Titan Shift 
 5 Yawgmoth 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-20#demonictutors_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-09-26#boucha_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#boucha_rd_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-04#ginp_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2021-10-18#tarzi_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-24#crazybaloth_th_place 
","Randy Vargas","G",2,"Creature","MID",0,0.2,1
"Sunset Revelry",8,7,39,54,72.2,58.4,83.5," 4 Azorius Control 
 1 BTL Scapeshift 
 2 Jeskai Control 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-19#billsive_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-20#darthkid_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-09-27#zyuryo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-03#zyuryo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-04#bgdan_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-10-11#zyuryo_th_place 
 https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-premier-2021-10-18#yashimoro_th_place 
","Antonio José Manzanedo","W",2,"Sorcery","MID",0,0.2,1.1
