"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",1142,71
"2","Steam Vents",1001,71.6
"3","Forest",991,71.6
"4","Island",979,71.4
"5","Mountain",954,70.9
"6","Wooded Foothills",947,71.1
"7","Scalding Tarn",928,71.2
"8","Misty Rainforest",911,71.7
"9","Plains",803,71.4
"10","Flooded Strand",756,72.2
"11","Mishra's Bauble",693,70.9
"12","Breeding Pool",685,71.8
"13","Stomping Ground",676,71.5
"14","Bloodstained Mire",668,70.7
"15","Swamp",555,70.4
"16","Windswept Heath",546,71.5
"17","Force of Negation",519,72
"18","Sacred Foundry",514,70.6
"19","Teferi, Time Raveler",512,72
"20","Polluted Delta",510,71.1
"21","Hallowed Fountain",505,72.3
"22","Temple Garden",479,71.7
"23","Spirebluff Canal",469,71.6
"24","Fiery Islet",467,71.1
"25","Arid Mesa",456,70.8
"26","Verdant Catacombs",440,71.3
"27","Blood Crypt",435,70.3
"28","Monastery Swiftspear",419,71.3
"29","Raugrin Triome",412,72.3
"30","Thoughtseize",401,70.4
"31","Wrenn and Six",394,71.5
"32","Ketria Triome",383,72.2
"33","Fatal Push",369,70.8
"34","Stoneforge Mystic",354,70.8
"35","Urza's Saga",353,70.9
"36","Archmage's Charm",351,70.9
"37","Inquisition of Kozilek",351,70.4
"38","Overgrown Tomb",347,71.2
"39","Snow-Covered Island",345,71.9
"40","Ragavan, Nimble Pilferer",344,70.6
"41","Snow-Covered Plains",341,71
"42","Shadowspear",340,70.6
"43","Dragon's Rage Channeler",334,71
"44","Cavern of Souls",331,71.6
"45","Sunbaked Canyon",320,70.6
"46","Cryptic Command",310,71.7
"47","Silent Clearing",308,70.6
"48","Prismatic Ending",304,71.9
"49","Brazen Borrower",296,71.4
"50","Watery Grave",295,70.9
