"","SetCode","NoCopies","Winrate"
"1","MH2",1615,0.726
"2","MH1",917,0.721
"3","LEA",881,0.728
"4","ELD",564,0.726
"5","ONS",520,0.725
"6","RAV",414,0.72
"7","WWK",399,0.726
"8","FUT",363,0.717
"9","KLD",323,0.721
"10","DIS",306,0.737
"11","WAR",263,0.748
"12","ZNR",246,0.727
"13","GPT",243,0.721
"14","THB",228,0.728
"15","LRW",222,0.729
"16","NPH",222,0.728
"17","ZEN",203,0.723
"18","CON",194,0.72
"19","5DN",184,0.715
"20","M20",183,0.717
"21","TSP",174,0.717
"22","AER",171,0.721
"23","ARB",167,0.73
"24","M11",164,0.707
"25","KTK",161,0.7
"26","AKH",160,0.714
"27","DKA",155,0.708
"28","ISD",151,0.716
"29","IKO",145,0.739
"30","SHM",140,0.703
"31","ROE",134,0.721
"32","SOM",133,0.737
"33","EMN",117,0.71
"34","RTR",110,0.726
"35","AVR",109,0.735
"36","DST",104,0.745
"37","STX",104,0.742
"38","M21",104,0.718
"39","ICE",102,0.681
"40","SOK",101,0.735
"41","XLN",99,0.718
"42","OGW",91,0.731
"43","RNA",90,0.713
"44","HOU",86,0.712
"45","SOI",86,0.717
"46","DRK",80,0.727
"47","CSP",76,0.708
"48","MRD",76,0.757
"49","M12",74,0.738
"50","CHK",72,0.72
"51","DOM",69,0.728
"52","INV",65,0.721
"53","GRN",65,0.737
"54","APC",61,0.715
"55","GTC",61,0.667
"56","PLS",60,0.753
"57","PLC",52,0.715
"58","ALA",48,0.713
"59","M10",47,0.707
"60","EVE",47,0.719
"61","MBS",46,0.737
"62","JUD",45,0.727
"63","JOU",44,0.68
"64","DTK",42,0.711
"65","STH",39,0.723
"66","MIR",32,0.691
"67","M19",31,0.756
"68","ATQ",31,0.736
"69","M15",29,0.726
"70","THS",29,0.707
"71","KHM",28,0.722
"72","BFZ",27,0.711
"73","DGM",24,0.75
"74","NEM",20,0.662
"75","TMP",17,0.692
"76","WTH",15,0.707
"77","ORI",14,0.81
"78","BNG",14,0.71
"79","CMD",13,0.702
"80","MOR",13,0.706
"81","FRF",13,0.696
"82","PTK",13,0.633
"83","LEG",12,0.726
"84","ULG",12,0.681
"85","CN2",10,0.679
"86","ARN",9,0.682
"87","M13",8,0.875
"88","P02",6,0.727
"89","ALL",6,0.75
"90","RIX",4,0.75
"91","ODY",3,0.643
"92","VIS",1,0.714
