"","CardNames","DeckCount","WinrateAverage"
"1","Yorion, Sky Nomad",2,100
"2","Flunk",2,100
"3","Infernal Grasp",2,100
"4","Dance of the Manse",1,100
"5","Mythos of Nethroi",1,100
"6","Glass Casket",1,100
"7","Doom Foretold",1,100
"8","Omen of the Sun",1,100
"9","Treacherous Blessing",1,100
"10","Indatha Triome",1,100
"11","Port of Karfell",1,100
"12","Blood on the Snow",1,100
"13","Ice Tunnel",1,100
"14","Snow-Covered Swamp",1,100
"15","Crippling Fear",1,100
"16","Go Blank",1,100
"17","Soul Shatter",1,100
"18","Essence Scatter",3,91.7
"19","Rankle, Master of Pranks",4,87.5
"20","Lier, Disciple of the Drowned",4,87.5
"21","Divide by Zero",4,87.5
"22","Shipwreck Marsh",4,87.5
"23","Savai Triome",2,87.5
"24","Emeria's Call",2,87.5
"25","Mire Triton",2,87.5
"26","Tymaret Calls the Dead",2,87.5
"27","Intrepid Adversary",2,87.5
"28","Loyal Warhound",2,87.5
"29","Malevolent Hermit",2,87.5
"30","Spectral Adversary",2,87.5
"31","Concerted Defense",2,87.5
"32","Sedgemoor Witch",2,87.5
"33","Power Word Kill",2,87.5
"34","Lullmage's Domination",7,85.7
"35","Fading Hope",7,85.7
"36","Mazemind Tome",12,85.4
"37","Bloodchief's Thirst",10,85
"38","Duress",5,85
"39","Frostveil Ambush",5,85
"40","Field of Ruin",5,85
"41","Consider",5,85
"42","Merfolk Windrobber",15,83.3
"43","Ruin Crab",15,83.3
"44","Soaring Thought-Thief",15,83.3
"45","Thieves' Guild Enforcer",15,83.3
"46","Agadeem's Awakening",15,83.3
"47","Of One Mind",15,83.3
"48","Drown in the Loch",15,83.3
"49","Into the Story",15,83.3
"50","Hengegate Pathway",12,83.3
