"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown,Dimir Rogue - Mono Green Stompy,Unknown - Dimir Rogue,Unknown,Unknown
"Tiers 1.5",Sultai Control - Dimir Rogue - Temur Stompy,,Sultai Control - Temur Stompy,Dimir Rogue - Sultai Control - Temur Stompy,Dimir Rogue - Sultai Control - Temur Stompy
"Tiers 2",Mono Green Stompy - Gruul Stompy,Izzet Control - Sultai Control - Unknown - Gruul Stompy,Mono Green Stompy,Mono Green Stompy - Gruul Stompy,Mono Green Stompy - Gruul Stompy
"Tiers 2.5",Izzet Control,Temur Stompy,Gruul Stompy - Izzet Control,Izzet Control,Izzet Control
