"","Artist","NoCopies","Winrate"
"1","Christopher Rush",373,0.792
"2","Kieran Yanner",308,0.789
"3","Daarken",275,0.82
"4","Tom Wänerstrand",272,0.789
"5","Victor Adame Minguez",268,0.794
"6","Howard Lyon",260,0.804
"7","Lie Setiawan",241,0.8
"8","Mark Poole",225,0.809
"9","Chris Rallis",201,0.799
"10","Ekaterina Burmak",198,0.804
"11","Jason Rainville",190,0.818
"12","Titus Lunter",177,0.801
"13","Ryan Pancoast",171,0.809
"14","Svetlin Velinov",169,0.804
"15","Adam Paquette",166,0.799
"16","Caio Monteiro",160,0.81
"17","Eric Deschamps",149,0.79
"18","Randy Vargas",146,0.809
"19","Matt Stewart",143,0.799
"20","Steven Belledin",143,0.801
"21","Dan Frazier",133,0.82
"22","Daniel Ljunggren",133,0.801
"23","Kev Walker",133,0.794
"24","Piotr Dura",133,0.807
"25","Johannes Voss",126,0.806
"26","Eytan Zana",119,0.816
"27","Grzegorz Rutkowski",119,0.788
"28","Jonas De Ro",108,0.816
"29","Douglas Shuler",106,0.798
"30","Simon Dominic",105,0.812
"31","Sam Burley",104,0.782
"32","Jeremy Jarvis",104,0.806
"33","Andreas Rocha",104,0.779
"34","Campbell White",101,0.771
"35","Anastasia Ovchinnikova",97,0.789
"36","Jakub Kasper",85,0.81
"37","Raymond Swanland",84,0.805
"38","Nicholas Gregory",84,0.805
"39","Cliff Childs",80,0.815
"40","Jesper Ejsing",79,0.766
"41","Lius Lasahido",78,0.806
"42","Chris Cold",76,0.796
"43","Joe Slucher",76,0.795
"44","Chris Rahn",74,0.814
"45","John Stanko",73,0.821
"46","Magali Villeneuve",71,0.786
"47","Mathias Kollros",68,0.786
"48","Randy Gallegos",67,0.819
"49","Raoul Vitale",67,0.8
"50","Andrew Mar",66,0.786
"51","Lawrence Snelly",63,0.815
"52","Yeong-Hao Han",62,0.8
"53","Paul Scott Canavan",62,0.781
"54","Evyn Fong",60,0.833
"55","Steve Argyle",60,0.789
"56","Dmitry Burmak",59,0.842
"57","Filip Burburan",56,0.796
"58","Colin Boyer",53,0.833
"59","Zack Stella",48,0.792
"60","Zoltan Boros",48,0.806
"61","Zezhou Chen",47,0.824
"62","Anthony Palumbo",45,0.792
"63","Anson Maddocks",41,0.821
"64","Igor Kieryluk",39,0.809
"65","Pat Morrissey",39,0.75
"66","Volkan Baǵa",37,0.81
"67","Mads Ahm",36,0.778
"68","Nestor Ossandon Leal",36,0.844
"69","James Paick",34,0.804
"70","Tomasz Jedruszek",33,0.818
"71","PINDURSKI",32,0.788
"72","Manuel Castañón",32,0.75
"73","Jesper Myrfors",31,0.821
"74","Yongjae Choi",31,0.81
"75","Ravenna Tran",31,0.812
"76","Vincent Proce",31,0.812
"77","Karl Kopinski",31,0.808
"78","Donato Giancola",31,0.75
"79","Ilse Gort",30,0.806
"80","Cristi Balanescu",30,0.771
"81","Denman Rooke",28,0.821
"82","Bram Sels",28,0.821
"83","Lindsey Look",27,0.821
"84","Slawomir Maniak",27,0.812
"85","Austin Hsu",25,0.788
"86","Iain McCaig",24,0.833
"87","Rovina Cai",23,0.857
"88","Bud Cook",23,0.833
"89","Wylie Beckert",23,0.875
"90","Jaime Jones",22,0.786
"91","Alexander Forssberg",20,0.818
"92","Liiga Smilshkalne",20,0.833
"93","Ralph Horsley",20,0.75
"94","Joseph Meehan",19,0.75
"95","Suzanne Helmigh",19,0.75
"96","John Thacker",18,0.833
"97","Jason A. Engle",17,0.817
"98","Jokubas Uogintas",17,0.812
"99","Andrey Kuzinskiy",17,0.8
"100","Lake Hurwitz",16,0.833
"101","Johan Grenier",16,0.85
"102","Chris Seaman",16,0.8
"103","Heonhwa Choe",14,0.75
"104","Bryan Sola",14,0.75
"105","Olena Richards",14,0.75
"106","Mike Bierek",13,0.786
"107","Noah Bradley",13,0.833
"108","Brian Valeza",13,0.75
"109","Anna Podedworna",10,0.8
"110","Dimitar Marinski",9,0.85
"111","Forrest Imel",9,0.833
"112","Chase Stone",9,0.833
"113","Seb McKinnon",9,0.917
"114","Jon Foster",8,0.917
"115","Viktor Titov",8,0.875
"116","Uriah Voth",8,0.875
"117","Zhang Jiazhen",8,0.75
"118","Miranda Meeks",8,0.75
"119","Lucas Graciano",8,0.75
"120","Josh Hass",6,0.75
"121","Sidharth Chaturvedi",6,0.75
"122","Greg Staples",6,0.75
"123","Alayna Danner",6,0.75
"124","John Avon",5,0.75
"125","Scott Murphy",5,0.75
"126","Johann Bodin",5,0.75
"127","Naomi Baker",4,1
"128","Martina Fackova",4,1
"129","Nils Hamm",4,0.75
"130","John Howe",4,0.75
"131","G-host Lee",4,0.75
"132","Izzy",3,0.833
"133","Alex Konstad",3,0.75
"134","Yigit Koroglu",3,0.75
"135","Lucas Staniec",2,0.75
"136","Muhammad Firdaus",2,0.75
"137","Marco Teixeira",1,1
"138","Mauricio Calle",1,1
"139","Winona Nelson",1,0.75
"140","Marta Nael",1,0.75
"141","Darek Zabrocki",1,0.75
"142","Ryan Yee",1,0.75
