"","CardNames","DeckCount","WinrateAverage"
"1","Fabled Passage",69,80.4
"2","Island",64,80.9
"3","Forest",50,79.5
"4","Bonecrusher Giant",46,78.8
"5","Swamp",43,82
"6","Mountain",41,79.3
"7","Mystical Dispute",39,79.5
"8","Clearwater Pathway",39,81.4
"9","Heartless Act",36,81.2
"10","Zagoth Triome",34,81.6
"11","Riverglide Pathway",34,79.4
"12","Barkchannel Pathway",33,79.5
"13","Lovestruck Beast",31,79
"14","Shatterskull Smashing",30,80
"15","Ketria Triome",28,78.6
"16","Faceless Haven",28,78.6
"17","Eliminate",27,81.5
"18","Alrund's Epiphany",27,79.6
"19","Disdainful Stroke",27,81.5
"20","Cragcrown Pathway",26,77.9
"21","Edgewall Innkeeper",25,78
"22","Jwari Disruption",23,81.5
"23","Negate",21,79.8
"24","Kazandu Mammoth",20,78.8
"25","Embercleave",20,78.8
"26","Extinction Event",20,80
"27","Temple of Deceit",20,81.2
"28","Brazen Borrower",20,78.8
"29","Snow-Covered Mountain",19,78.9
"30","Frost Bite",19,78.9
"31","The Great Henge",18,79.2
"32","Castle Locthwain",18,81.9
"33","Shadows' Verdict",18,79.2
"34","Goldspan Dragon",18,79.2
"35","The Akroan War",17,79.4
"36","Omen of the Sea",17,80.9
"37","Esika's Chariot",16,79.7
"38","Darkbore Pathway",16,79.7
"39","Wolfwillow Haven",15,80
"40","Merfolk Windrobber",15,83.3
"41","Ruin Crab",15,83.3
"42","Soaring Thought-Thief",15,83.3
"43","Thieves' Guild Enforcer",15,83.3
"44","Agadeem's Awakening",15,83.3
"45","Of One Mind",15,83.3
"46","Drown in the Loch",15,83.3
"47","Into the Story",15,83.3
"48","Needleverge Pathway",15,80
"49","Elder Gargaroth",15,80
"50","Binding the Old Gods",15,81.7
