"","CardNames","DeckCount","Winrate95Min"
"1","Tower of the Magistrate",1,69.2
"2","Submerge",88,68.9
"3","Pyroblast",267,68.9
"4","Surgical Extraction",318,68.6
"5","Grafdigger's Cage",181,68.5
"6","Force of Negation",211,68.4
"7","Flusterstorm",149,68.2
"8","Meltdown",191,68.2
"9","Hullbreacher",38,68
"10","Izzet Staticaster",52,68
"11","Court of Cunning",52,68
"12","End the Festivities",100,67.5
"13","Endurance",115,67.5
"14","Force of Vigor",79,67.4
"15","Red Elemental Blast",176,67.4
"16","Hydroblast",69,67.3
"17","Deafening Silence",38,66.7
"18","Prismatic Ending",55,66.7
"19","Carpet of Flowers",77,66.7
"20","Yorion, Sky Nomad",48,66.6
"21","Council's Judgment",35,66.5
"22","Collector Ouphe",48,66.1
"23","Leyline of the Void",121,66
"24","Sphere of Resistance",22,65.6
"25","Torpor Orb",85,65.6
"26","Engineered Explosives",36,65.5
"27","Soul-Guide Lantern",44,65.5
"28","Pithing Needle",74,65.5
"29","Inquisition of Kozilek",3,65.3
"30","Karakas",39,65.3
"31","Blood Moon",65,65.3
"32","Choke",35,65.1
"33","Mindbreak Trap",34,65
"34","Faerie Macabre",56,65
"35","Containment Priest",62,65
"36","Thran Foundry",15,64.8
"37","Veil of Summer",25,64.7
"38","Peacekeeper",32,64.7
"39","Rest in Peace",30,64.6
"40","Mystic Sanctuary",11,64.5
"41","Narset, Parter of Veils",52,64.3
"42","Glacial Chasm",8,63.8
"43","Mystical Dispute",22,63.3
"44","Field of the Dead",11,63.1
"45","Tormod's Crypt",24,63.1
"46","Chain of Vapor",29,63.1
"47","Abrade",32,62.7
"48","Null Rod",47,62.7
"49","Ensnaring Bridge",28,62.2
"50","Rough // Tumble",24,62.1
