"","CardNames","DeckCount","Winrate95Min"
"1","Flagstones of Trokair",25,70.2
"2","Wasteland",283,69.5
"3","Steam Vents",81,69
"4","Expressive Iteration",161,69
"5","Flooded Strand",252,68.9
"6","Ragavan, Nimble Pilferer",42,68.8
"7","Karakas",191,68.8
"8","Misty Rainforest",272,68.8
"9","Lightning Bolt",144,68.7
"10","Life from the Loam",66,68.6
"11","Taiga",76,68.6
"12","Force of Will",326,68.6
"13","Swords to Plowshares",181,68.5
"14","Brainstorm",312,68.5
"15","Yavimaya, Cradle of Growth",55,68.4
"16","Ponder",304,68.4
"17","Sylvan Library",70,68.3
"18","Daze",187,68.3
"19","Polluted Delta",215,68.3
"20","Maze of Ith",37,68.2
"21","Delver of Secrets",118,68.2
"22","Dragon's Rage Channeler",129,68.2
"23","Volcanic Island",259,68.2
"24","Scalding Tarn",257,68.2
"25","Mystic Sanctuary",50,68.1
"26","Pyroblast",73,68.1
"27","Gut Shot",27,68
"28","Dark Depths",47,68
"29","Savannah",86,68
"30","Wooded Foothills",85,67.7
"31","Murktide Regent",160,67.7
"32","Crop Rotation",58,67.6
"33","Endurance",93,67.6
"34","Thespian's Stage",57,67.5
"35","Tropical Island",93,67.5
"36","Mox Diamond",50,67.3
"37","Windswept Heath",78,67.3
"38","Prismatic Ending",139,67.3
"39","Rishadan Port",50,67.1
"40","Mishra's Bauble",97,67.1
"41","Urza's Saga",106,67.1
"42","Timeless Dragon",35,67
"43","Skyclave Apparition",41,67
"44","Recruiter of the Guard",40,67
"45","Snow-Covered Island",127,67
"46","Plains",71,66.9
"47","Bojuka Bog",75,66.9
"48","Preordain",66,66.8
"49","Force of Negation",121,66.8
"50","Young Pyromancer",24,66.7
