"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Delver - UW   Control - Death  &  Taxes,Conflict(Slow   Depths,Bant Lands) - Naya Depths - Conflict(UW   Control,Esper Vial) - 4 C   Control,Izzet Delver - Naya Depths - 4 C   Control - Death  &  Taxes,Izzet Delver - Death  &  Taxes - UW   Control - 4 C   Control,Izzet Delver - Death  &  Taxes - UW   Control - 4 C   Control
"Tiers 1.5",Unknown - Elves - Artifacts   Blue - Mardu Reanimator - Doomsday - 4 C   Control - Mono Red Prison - Sneak  &  Show - TES - Madness - Naya Depths - Mono Green Post,Conflict(Slow   Depths,Gruul Lands) - Sneak  &  Show - Izzet Delver - Death  &  Taxes - Jeskai Mentor - Doomsday - Izzet Tempo - Selesnya Depths - Artifacts   Blue - Conflict(Slow   Depths,Temur Lands),UW   Control - Doomsday - Conflict(Slow   Depths,Bant Lands) - Artifacts   Blue - Sneak  &  Show - Unknown - Conflict(Slow   Depths,Gruul Lands) - Mardu Reanimator - Elves - Jeskai Mentor - Mono Red Prison - Madness,Artifacts   Blue - Doomsday - Unknown - Naya Depths - Mardu Reanimator - Elves - Sneak  &  Show - Mono Red Prison - Conflict(Slow   Depths,Gruul Lands) - Jeskai Mentor - Conflict(Slow   Depths,Bant Lands) - TES,Artifacts   Blue - Doomsday - Unknown - Naya Depths - Mardu Reanimator - Elves - Sneak  &  Show - Mono Red Prison - Conflict(Slow   Depths,Gruul Lands) - Jeskai Mentor - Conflict(Slow   Depths,Bant Lands) - TES
"Tiers 2",Jeskai Mentor - Conflict(Slow   Depths,Gruul Lands) - Bant Control - Slow   Depths - Izzet Tempo - Karn   Post - WUBR Reanimator - Goblins - Conflict(Slow   Depths,Temur Lands) - Yorion   Zenith - WURG Control,UW   Control - Unknown - Madness - Bant Control - WURG Control - WUBR Reanimator - Goblins - Mono Red Prison - Mardu Reanimator - TES - Mono Green Post - Yorion   Zenith - Elves - Karn   Post,TES - Conflict(UW   Control,Esper Vial) - Izzet Tempo - Mono Green Post - Bant Control - Conflict(Slow   Depths,Temur Lands) - Selesnya Depths - WUBR Reanimator - Goblins - Karn   Post - Yorion   Zenith,Madness - Mono Green Post - Izzet Tempo - Conflict(UW   Control,Esper Vial) - Bant Control - Conflict(Slow   Depths,Temur Lands) - Karn   Post - Selesnya Depths - WUBR Reanimator - Goblins - Yorion   Zenith - WURG Control,Madness - Mono Green Post - Izzet Tempo - Conflict(UW   Control,Esper Vial) - Bant Control - Conflict(Slow   Depths,Temur Lands) - Karn   Post - Selesnya Depths - WUBR Reanimator - Goblins - Yorion   Zenith - WURG Control
"Tiers 2.5",Selesnya Depths - Conflict(Slow   Depths,Bant Lands) - Curse   Stompy - Conflict(UW   Control,Esper Vial) - Conflict(Jeskai Stoneblade,Jeskai Delver,Jeskai Mentor),Slow   Depths - Curse   Stompy - Conflict(Jeskai Stoneblade,Jeskai Delver,Jeskai Mentor),WURG Control - Slow   Depths - Curse   Stompy - Conflict(Jeskai Stoneblade,Jeskai Delver,Jeskai Mentor),Slow   Depths - Curse   Stompy - Conflict(Jeskai Stoneblade,Jeskai Delver,Jeskai Mentor),Slow   Depths - Curse   Stompy - Conflict(Jeskai Stoneblade,Jeskai Delver,Jeskai Mentor)
