"","Artist","NoCopies","Winrate"
"1","Christopher Rush",2185,0.707
"2","Rob Alexander",2173,0.712
"3","Terese Nielsen",1742,0.704
"4","Mark Tedin",1397,0.703
"5","Jesper Myrfors",1199,0.698
"6","Anastasia Ovchinnikova",1036,0.715
"7","Una Fricker",997,0.716
"8","Kaja Foglio",882,0.714
"9","Brian Snõddy",823,0.704
"10","Philip Straub",763,0.704
"11","Jeff A. Menges",742,0.708
"12","Steven Belledin",718,0.707
"13","Matthew D. Wilson",684,0.71
"14","Shelly Wan",640,0.71
"15","John Stanko",632,0.705
"16","Paul Scott Canavan",627,0.705
"17","Lucas Graciano",620,0.705
"18","Donato Giancola",593,0.703
"19","Nils Hamm",559,0.702
"20","Anson Maddocks",531,0.701
"21","April Lee",526,0.691
"22","Martina Fackova",519,0.714
"23","Titus Lunter",431,0.706
"24","Adam Rex",431,0.69
"25","Nicola Leonard",378,0.716
"26","Svetlin Velinov",372,0.698
"27","Sandra Everingham",371,0.695
"28","John Avon",370,0.706
"29","Mark Zug",368,0.683
"30","Greg Hildebrandt",364,0.708
"31","Aleksi Briclot",359,0.685
"32","Randy Vargas",357,0.717
"33","Chris Rallis",356,0.704
"34","Kev Walker",356,0.697
"35","Dan Frazier",335,0.693
"36","Scott M. Fischer",314,0.713
"37","Vincent Proce",311,0.705
"38","Colin MacNeil",311,0.693
"39","Mark Poole",310,0.699
"40","Jason Chan",310,0.703
"41","Pete Venters",310,0.695
"42","Vance Kovacs",309,0.682
"43","Igor Kieryluk",296,0.703
"44","Richard Thomas",289,0.701
"45","Volkan Baǵa",287,0.689
"46","Erica Yang",285,0.708
"47","Chippy",278,0.706
"48","Jerry Tiritilli",276,0.717
"49","Magali Villeneuve",275,0.687
"50","David Rapoza",270,0.7
"51","Victor Adame Minguez",266,0.7
"52","rk post",254,0.691
"53","Daniel Ljunggren",241,0.712
"54","DiTerlizzi",234,0.727
"55","Anthony S. Waters",232,0.705
"56","Ron Spears",229,0.688
"57","Rebecca Guay",219,0.704
"58","Tom Wänerstrand",211,0.69
"59","Christopher Moeller",210,0.704
