"","CardNames","DeckCount","Winrate95Min"
"1","Jetmir's Garden",2,76.8
"2","Forest",77,71.3
"3","Sacred Foundry",21,70.8
"4","Sylvan Caryatid",56,70.8
"5","Den of the Bugbear",149,70.6
"6","Haunted Ridge",110,70.5
"7","Bloodtithe Harvester",108,70.5
"8","Glacial Fortress",24,70.4
"9","Kiora, Behemoth Beckoner",60,70.4
"10","Cavalier of Thorns",60,70.4
"11","Old-Growth Troll",60,70.4
"12","Storm the Festival",60,70.4
"13","Wolfwillow Haven",60,70.4
"14","Blood Crypt",126,70.4
"15","Karn, the Great Creator",59,70.3
"16","Oath of Nissa",59,70.3
"17","Sokenzan, Crucible of Defiance",159,70.3
"18","Fable of the Mirror-Breaker",147,70.2
"19","Mountain",147,70.2
"20","Nykthos, Shrine to Nyx",62,70.1
"21","Island",103,70.1
"22","Urborg, Tomb of Yawgmoth",109,70.1
"23","Lair of the Hydra",66,70
"24","Hive of the Eye Tyrant",129,70
"25","Teferi, Who Slows the Sunset",40,69.9
"26","Dreadbore",94,69.9
"27","Blightstep Pathway",118,69.9
"28","Fatal Push",127,69.8
"29","Bonecrusher Giant",115,69.7
"30","Rootbound Crag",3,69.6
"31","Savai Triome",9,69.6
"32","Zagoth Triome",9,69.6
"33","Ketria Triome",13,69.6
"34","Graveyard Trespasser",99,69.6
"35","Otawara, Soaring City",110,69.6
"36","Hall of Storm Giants",57,69.5
"37","Hallowed Fountain",60,69.5
"38","Boseiju, Who Endures",92,69.5
"39","Elvish Mystic",66,69.4
"40","Llanowar Elves",66,69.4
"41","Sulfurous Springs",70,69.4
"42","Kroxa, Titan of Death's Hunger",93,69.4
"43","Klothys, God of Destiny",1,69.2
"44","The Celestus",1,69.2
"45","Castle Locthwain",99,69.2
"46","Detention Sphere",20,69
"47","Shatterskull Smashing",50,69
"48","Swamp",146,69
"49","Doomskar",22,68.9
"50","Saw It Coming",22,68.9
