"","CardNames","DeckCount","Winrate95Min"
"1","Jegantha, the Wellspring",28,73.3
"2","Hidetsugu Consumes All",57,71.1
"3","Dovin's Veto",24,70.9
"4","Heart of Kiran",37,70.8
"5","Tormod's Crypt",61,70.7
"6","Meteor Golem",53,70.4
"7","Skysovereign, Consul Flagship",106,70.4
"8","God-Pharaoh's Statue",59,70.3
"9","Pestilent Cauldron",59,70.3
"10","The Chain Veil",59,70.3
"11","Esika's Chariot",48,70.2
"12","Pithing Needle",75,70.2
"13","Voracious Hydra",34,70.1
"14","Reckoner Bankbuster",87,70.1
"15","Unlicensed Hearse",196,70.1
"16","Damping Sphere",67,70
"17","Abrade",77,70
"18","Rending Volley",111,69.9
"19","Temporary Lockdown",17,69.8
"20","Extinction Event",89,69.7
"21","Mystical Dispute",99,69.7
"22","Treasure Vault",40,69.6
"23","Baneslayer Angel",18,69.5
"24","Go Blank",79,69.5
"25","Shadowspear",16,69.3
"26","Narset, Parter of Veils",22,69.3
"27","Ashiok, Nightmare Muse",1,69.2
"28","Aether Gust",69,69.2
"29","Lyra Dawnbringer",18,68.8
"30","Rest in Peace",66,68.8
"31","Duress",105,68.6
"32","Leyline of the Void",32,68.5
"33","Transmogrifying Wand",30,68.5
"34","Skylasher",13,68.4
"35","Kaervek, the Spiteful",19,68.4
"36","Portable Hole",97,68.4
"37","Glass Casket",24,68
"38","Kambal, Consul of Allocation",8,67.5
"39","Starnheim Unleashed",21,67.5
"40","Elspeth, Sun's Champion",21,67.4
"41","Thoughtseize",24,67.4
"42","Epic Downfall",39,67.1
"43","Disdainful Stroke",50,67.1
"44","Karn's Sylex",14,67
"45","Sorin the Mirthless",29,66.9
"46","Bile Blight",8,66.6
"47","Hullbreaker Horror",24,66.4
"48","Spell Pierce",25,66.4
"49","Lifebane Zombie",30,65.5
"50","Noxious Grasp",31,65.4
