"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Unknown - Sultai Control - Temur Stompy,Esper Control - WUBR Control,Naya Stompy - Unknown - Temur Stompy,Unknown - Sultai Control - Temur Stompy,Unknown - Sultai Control - Temur Stompy
"Tiers 1.5",Gruul Stompy - Dimir Rogue - Naya Stompy - Izzet Control - Mono Green Stompy - Rakdos Control - Dimir Control,Mono White Control - Jeskai Control - Naya Stompy - WUBG Control - Temur Stompy - Rakdos Control - Mono Green Stompy,WUBR Control - Esper Control - Sultai Control - Gruul Stompy - Mono Green Stompy - Rakdos Control - Dimir Rogue,Naya Stompy - Gruul Stompy - Dimir Rogue - Mono Green Stompy - Rakdos Control - Izzet Control - WUBR Control - Esper Control,Naya Stompy - Gruul Stompy - Dimir Rogue - Mono Green Stompy - Rakdos Control - Izzet Control - WUBR Control - Esper Control
"Tiers 2",Rakdos Midrange - WUBR Control - Esper Control - Jund Stompy - Mono Green Midrange - Jeskai Control,Unknown - Sultai Control - Gruul Stompy - Rakdos Midrange - Azorius Control - Dimir Rogue - Mono Green Midrange - Dimir Control,Dimir Control - Rakdos Midrange - Izzet Control - Jeskai Control - Mono White Control - Mono Green Midrange,Dimir Control - Rakdos Midrange - Jeskai Control - Jund Stompy - Mono White Control - Mono Green Midrange,Dimir Control - Rakdos Midrange - Jeskai Control - Jund Stompy - Mono White Control - Mono Green Midrange
"Tiers 2.5",Mono White Control - Mardu Control - WUBG Control - Azorius Control,Izzet Control - Jund Stompy - Mardu Control,Jund Stompy - WUBG Control - Azorius Control - Mardu Control,WUBG Control - Azorius Control - Mardu Control,WUBG Control - Azorius Control - Mardu Control
