"","CardNames","DeckCount","WinrateAverage"
"1","Fabled Passage",1497,62.8
"2","Forest",1224,63.1
"3","Mountain",1152,62.9
"4","Bonecrusher Giant",1132,62.7
"5","Island",1119,62.9
"6","Swamp",861,62.5
"7","Shatterskull Smashing",807,62.8
"8","Cragcrown Pathway",776,63.2
"9","Heartless Act",771,62.5
"10","Clearwater Pathway",749,62.5
"11","Lovestruck Beast",739,63.4
"12","Riverglide Pathway",729,62.8
"13","Barkchannel Pathway",651,63.2
"14","Edgewall Innkeeper",619,63.5
"15","Zagoth Triome",607,62.4
"16","Alrund's Epiphany",605,62.1
"17","Faceless Haven",594,63.1
"18","Esika's Chariot",538,63.1
"19","Mystical Dispute",526,62.4
"20","Ketria Triome",505,63.3
"21","Jwari Disruption",498,62.4
"22","Goldspan Dragon",497,62.8
"23","Embercleave",493,62.4
"24","The Akroan War",491,62.4
"25","Disdainful Stroke",480,61.9
"26","Needleverge Pathway",479,63.4
"27","Plains",461,63.4
"28","Kazandu Mammoth",452,63.3
"29","Extinction Event",452,62.4
"30","Darkbore Pathway",429,62.5
"31","Omen of the Sea",425,63
"32","Valki, God of Lies",424,62
"33","Negate",397,63.7
"34","Shadows' Verdict",386,62.6
"35","Jaspera Sentinel",372,62.3
"36","Binding the Old Gods",366,63
"37","The Great Henge",342,63.3
"38","Wolfwillow Haven",339,63
"39","Eliminate",338,62.8
"40","Elder Gargaroth",335,62.6
"41","Cultivate",326,62.4
"42","Snow-Covered Mountain",321,61.9
"43","Kiora Bests the Sea God",318,62.3
"44","Lair of the Hydra",310,61.7
"45","Temple of Malady",308,62.5
"46","Saw It Coming",306,61.6
"47","Sea Gate Restoration",305,62.5
"48","Blightstep Pathway",302,62.1
"49","Frost Bite",299,61.5
"50","Emergent Ultimatum",297,62.6
