"","presence","winrate","low_winrate","comb_presence_winrate","meta_score"
"Tiers 1",Izzet Prowess - Heliod Combo - Green Tron - Azorius Control - Burn,Mardu Midrange - Heliod Combo - Jund Midrange,Heliod Combo - Azorius Control - Shadow Prowess - Green Tron,Heliod Combo - Azorius Control - Green Tron - Shadow Prowess - Izzet Prowess,Heliod Combo - Azorius Control - Green Tron - Shadow Prowess - Izzet Prowess
"Tiers 1.5",Shadow Prowess - Dredge - Hammer Time - Eldrazi Tron - Mill - Amulet Titan,Shadow Prowess - Mono White Taxes - Spirits - Stoneblade - Azorius Control - Eldrazi Tron - Titan Shift - Amulet Titan - WURG Midrange - Mill - Gruul Midrange - Green Tron - Dredge - BTL Scapeshift,Eldrazi Tron - Jund Midrange - Dredge - Burn - Hammer Time - Mill - Amulet Titan - Stoneblade - Mono White Taxes - Izzet Prowess - Mardu Midrange,Burn - Eldrazi Tron - Dredge - Hammer Time - Mill - Amulet Titan - Jund Midrange - Stoneblade,Burn - Eldrazi Tron - Dredge - Hammer Time - Mill - Amulet Titan - Jund Midrange - Stoneblade
"Tiers 2",Jund Midrange - Stoneblade - Mono White Taxes - Gruul Midrange - BTL Scapeshift - Living End - Infect - Bogles - Esper Control - Humans - Grixis Shadow,Hammer Time - Burn - Humans - Living End - Bogles,Gruul Midrange - BTL Scapeshift - Spirits - Titan Shift - Living End - Humans - WURG Midrange - Bogles,Mono White Taxes - Gruul Midrange - Mardu Midrange - BTL Scapeshift - Spirits - Living End - Humans - Titan Shift - Bogles - WURG Midrange,Mono White Taxes - Gruul Midrange - Mardu Midrange - BTL Scapeshift - Spirits - Living End - Humans - Titan Shift - Bogles - WURG Midrange
"Tiers 2.5",Spirits - Mardu Midrange - Titan Shift - WURG Midrange - Gifts Storm,Izzet Prowess - Grixis Shadow - Infect - Esper Control - Gifts Storm,Infect - Grixis Shadow - Esper Control - Gifts Storm,Infect - Grixis Shadow - Esper Control - Gifts Storm,Infect - Grixis Shadow - Esper Control - Gifts Storm
