"","SetCode","NoCopies","Winrate"
"1","MH2",3860,0.749
"2","MH1",1852,0.749
"3","ZEN",1701,0.753
"4","LEA",1615,0.751
"5","ONS",1182,0.748
"6","NEO",783,0.744
"7","ELD",711,0.757
"8","WAR",575,0.745
"9","RAV",566,0.742
"10","WWK",566,0.75
"11","GPT",546,0.752
"12","KLD",529,0.748
"13","STX",485,0.749
"14","DIS",474,0.748
"15","ICE",452,0.742
"16","M20",431,0.756
"17","FUT",408,0.744
"18","LRW",368,0.732
"19","TSP",358,0.74
"20","5DN",355,0.753
"21","MID",352,0.756
"22","SOM",349,0.729
"23","ZNR",348,0.753
"24","AVR",305,0.754
"25","ARB",301,0.755
"26","CSP",295,0.756
"27","THB",284,0.737
"28","ALA",281,0.749
"29","NPH",268,0.738
"30","ATQ",268,0.736
"31","IKO",248,0.754
"32","M11",228,0.741
"33","MRD",223,0.725
"34","EMN",212,0.74
"35","DRK",205,0.758
"36","PC2",196,0.757
"37","M21",183,0.74
"38","AFR",177,0.722
"39","ROE",172,0.743
"40","PLS",163,0.741
"41","AER",163,0.732
"42","DKA",153,0.716
"43","PLC",148,0.741
"44","APC",144,0.745
"45","DST",121,0.728
"46","ISD",119,0.762
"47","CHK",119,0.739
"48","RTR",114,0.751
"49","CON",111,0.75
"50","AKH",110,0.751
"51","MBS",110,0.725
"52","SHM",109,0.743
"53","SOI",108,0.742
"54","DOM",102,0.757
"55","KTK",98,0.756
"56","HOU",96,0.767
"57","JOU",93,0.737
"58","RNA",87,0.747
"59","INV",86,0.737
"60","OGW",86,0.763
"61","SOK",85,0.727
"62","GTC",72,0.756
"63","BFZ",69,0.729
"64","GRN",66,0.742
"65","CMD",66,0.743
"66","M19",63,0.725
"67","VOW",58,0.765
"68","MIR",53,0.717
"69","WTH",52,0.713
"70","DTK",52,0.719
"71","ARN",51,0.713
"72","STH",50,0.725
"73","XLN",48,0.765
"74","EVE",35,0.695
"75","DGM",33,0.726
"76","ULG",32,0.737
"77","FRF",26,0.719
"78","MOR",23,0.726
"79","M13",22,0.725
"80","P02",22,0.718
"81","M15",19,0.752
"82","TMP",14,0.722
"83","KHM",14,0.69
"84","JUD",14,0.76
"85","M12",12,0.737
"86","C14",9,0.772
"87","PTK",9,0.812
"88","ORI",7,0.667
"89","M10",6,0.759
"90","TOR",6,0.722
"91","LEG",5,0.731
"92","ALL",4,0.714
"93","M14",1,1
"94","VIS",1,0.571
