"","CardNames","DeckCount","WinrateAverage"
"1","Sanctum Prelate",2,100
"2","Brutal Cathar",1,100
"3","General Kudro of Drannith",1,100
"4","Phyrexian Revoker",1,100
"5","Khalni Garden",1,100
"6","Sphere of Safety",1,100
"7","Pyromancer Ascension",1,100
"8","Suspend",1,100
"9","Urza, Lord High Artificer",1,100
"10","Dragonlord Dromoka",1,100
"11","Circuit Mender",1,90.9
"12","Firespout",1,88.9
"13","Solitude",2,87.5
"14","Basilisk Collar",2,86.7
"15","Mystic Forge",2,86.7
"16","Oblivion Sower",2,86.7
"17","Possessed Portal",2,86.7
"18","Skysovereign, Consul Flagship",2,86.7
"19","Run Afoul",2,85.7
"20","Liliana of the Veil",1,84.6
"21","Seasoned Pyromancer",4,82.8
"22","Kozilek, Butcher of Truth",6,82.5
"23","Mana Leak",2,82.4
"24","Narset, Parter of Veils",2,81.8
"25","Grim Lavamancer",2,81.8
"26","Phyrexian Crusader",2,81.2
"27","Obsidian Charmaw",9,81.1
"28","Shark Typhoon",6,80
"29","Cathar Commando",5,80
"30","Memory Deluge",4,80
"31","Lightning Helix",4,80
"32","Ragavan, Nimble Pilferer",1,80
"33","Field of Ruin",1,80
"34","Tarfire",1,80
"35","Force of Despair",1,80
"36","Archmage's Charm",4,79.3
"37","Jace, the Mind Sculptor",36,78.9
"38","Brazen Borrower",6,78.6
"39","Dead // Gone",4,78.6
"40","Fulminator Mage",3,78.6
"41","Stubborn Denial",3,78.6
"42","Dragon's Claw",2,78.6
"43","Ingenious Smith",2,78.6
"44","Gut Shot",5,78.4
"45","Supreme Verdict",18,78
"46","Spreading Seas",5,77.8
"47","Nettlecyst",3,77.8
"48","Fateful Absence",1,77.8
"49","Sword of Fire and Ice",1,77.8
"50","Damping Matrix",1,77.8
