"","Artist","NoCopies","Winrate"
"1","Rob Alexander",2573,0.731
"2","Anastasia Ovchinnikova",1220,0.737
"3","Christopher Rush",1034,0.729
"4","Mark Poole",970,0.731
"5","Shelly Wan",724,0.739
"6","Eric Deschamps",639,0.731
"7","Adam Paquette",614,0.735
"8","Alayna Danner",599,0.73
"9","Philip Straub",528,0.733
"10","Chippy",520,0.728
"11","John Stanko",511,0.722
"12","Simon Dominic",506,0.73
"13","Randy Vargas",492,0.742
"14","Chris Rallis",488,0.731
"15","Izzy",464,0.731
"16","Vance Kovacs",457,0.74
"17","Jason Chan",456,0.735
"18","Kari Christensen",433,0.733
"19","Ekaterina Burmak",432,0.734
"20","Raoul Vitale",398,0.731
"21","Cyril Van Der Haegen",394,0.729
"22","Vincent Proce",388,0.729
"23","Lucas Graciano",378,0.727
"24","Anthony S. Waters",371,0.736
"25","Ryan Pancoast",363,0.737
"26","Paul Scott Canavan",361,0.74
"27","John Avon",360,0.718
"28","Martina Fackova",355,0.726
"29","Titus Lunter",355,0.719
"30","Mark Zug",348,0.734
"31","Jean-Sébastien Rossbach",343,0.729
"32","Zezhou Chen",336,0.735
"33","Chris Ostrowski",335,0.729
"34","Evan Shipard",329,0.729
"35","Anson Maddocks",327,0.734
"36","Ron Spears",326,0.725
"37","Franz Vohwinkel",315,0.731
"38","Svetlin Velinov",314,0.725
"39","Chris Rahn",308,0.731
"40","Howard Lyon",298,0.714
"41","Kev Walker",287,0.727
"42","Chase Stone",285,0.717
"43","Richard Whitters",278,0.74
"44","Lake Hurwitz",275,0.733
"45","Aleksi Briclot",269,0.73
"46","Tom Wänerstrand",252,0.736
"47","Yeong-Hao Han",249,0.728
"48","Sam Burley",243,0.732
"49","Jung Park",240,0.725
"50","Mark Tedin",236,0.706
"51","Raymond Swanland",227,0.716
"52","Matt Stewart",225,0.741
"53","Nicholas Gregory",224,0.738
"54","Jonas De Ro",219,0.728
"55","Jesper Myrfors",217,0.73
"56","Christine Choi",216,0.745
"57","Cliff Childs",213,0.715
"58","Iain McCaig",208,0.731
"59","Mike Bierek",207,0.738
"60","Jason Rainville",206,0.731
"61","Richard Wright",205,0.73
"62","Nils Hamm",202,0.721
"63","Dmitry Burmak",190,0.745
"64","Warren Mahy",184,0.705
"65","Pete Venters",183,0.713
"66","Greg Staples",182,0.737
"67","Bastien L. Deharme",180,0.732
"68","Terese Nielsen",179,0.718
"69","Campbell White",172,0.733
"70","Steven Belledin",169,0.724
"71","Lars Grant-West",166,0.738
"72","David Martin",166,0.717
"73","James Paick",165,0.703
"74","Filip Burburan",157,0.737
"75","Steve Argyle",157,0.715
"76","Michael C. Hayes",152,0.724
"77","Amy Weber",150,0.725
"78","Dan Scott",149,0.733
"79","Seb McKinnon",148,0.746
"80","Douglas Shuler",147,0.714
"81","Dave Kendall",144,0.705
"82","Wisnu Tan",144,0.718
"83","Tomasz Jedruszek",144,0.725
"84","Todd Lockwood",144,0.717
"85","Greg Hildebrandt",134,0.719
"86","Craig J Spearing",130,0.747
"87","Martina Pilcerova",129,0.728
"88","Daarken",118,0.714
"89","Adam Rex",114,0.7
"90","Yongjae Choi",113,0.749
"91","Johannes Voss",111,0.737
"92","Tomas Giorello",105,0.747
"93","Heather Hudson",104,0.751
"94","Victor Adame Minguez",102,0.735
"95","Zoltan Boros",102,0.718
"96","Christopher Moeller",101,0.735
"97","Cynthia Sheppard",98,0.72
"98","Dan Frazier",95,0.739
"99","Pat Morrissey",95,0.736
"100","Randy Gallegos",95,0.745
"101","Scott Murphy",94,0.718
"102","Jaime Jones",93,0.724
"103","Mark Winters",92,0.764
"104","Michael Sutfin",90,0.709
"105","John Matson",88,0.772
"106","Jason A. Engle",85,0.743
"107","Heonhwa Choe",81,0.699
"108","Johan Grenier",80,0.72
"109","Chris Cold",78,0.702
"110","Kieran Yanner",77,0.725
"111","Scott M. Fischer",77,0.708
"112","Karl Kopinski",76,0.717
"113","Lie Setiawan",67,0.719
"114","Jim Nelson",62,0.712
"115","Brom",60,0.735
"116","Bryan Sola",58,0.719
"117","Antonio José Manzanedo",57,0.711
"118","Alex Horley-Orlandelli",57,0.716
"119","Daniel Ljunggren",57,0.698
"120","Jesper Ejsing",57,0.725
