"","SetCode","NoCopies","Winrate"
"1","LEA",3757,0.638
"2","MRD",2524,0.633
"3","ICE",2275,0.635
"4","ROE",903,0.633
"5","MH1",767,0.639
"6","MH2",752,0.635
"7","LRW",751,0.649
"8","TSP",639,0.636
"9","SOM",569,0.641
"10","DOM",553,0.629
"11","M11",537,0.648
"12","ATQ",536,0.634
"13","MBS",516,0.639
"14","WWK",441,0.638
"15","DST",436,0.644
"16","M13",434,0.64
"17","MMQ",398,0.634
"18","BOK",393,0.647
"19","USG",357,0.649
"20","KHM",349,0.631
"21","DKA",339,0.636
"22","GPT",338,0.63
"23","AFR",337,0.631
"24","C16",327,0.645
"25","XLN",323,0.631
"26","VIS",323,0.628
"27","IKO",320,0.649
"28","ULG",318,0.64
"29","NPH",291,0.636
"30","TOR",266,0.65
"31","ZEN",263,0.632
"32","DIS",246,0.639
"33","JUD",238,0.616
"34","CN2",236,0.649
"35","KTK",211,0.649
"36","EVE",211,0.61
"37","DRK",209,0.643
"38","CMR",207,0.626
"39","INV",206,0.626
"40","ONS",196,0.606
"41","RTR",195,0.622
"42","ZNR",184,0.614
"43","AVR",175,0.628
"44","RAV",174,0.645
"45","STH",170,0.632
"46","SHM",169,0.618
"47","SCG",164,0.634
"48","M12",163,0.614
"49","ALA",152,0.642
"50","ISD",151,0.649
"51","FRF",146,0.646
"52","GTC",122,0.657
"53","C20",115,0.652
"54","CSP",113,0.626
"55","KLD",108,0.607
"56","HOU",107,0.635
"57","SOI",107,0.609
"58","JMP",96,0.63
"59","M10",95,0.596
"60","APC",90,0.602
"61","AKH",88,0.602
"62","ELD",81,0.617
"63","MOR",76,0.633
"64","RNA",74,0.595
"65","OGW",67,0.613
"66","STX",66,0.632
"67","CHK",65,0.618
"68","MID",63,0.622
"69","ODY",57,0.667
"70","FUT",57,0.644
"71","ORI",56,0.722
"72","LGN",53,0.607
"73","M15",50,0.645
"74","LEG",50,0.602
"75","EMN",48,0.605
"76","5DN",43,0.669
"77","PLS",41,0.716
"78","PLC",40,0.602
"79","THB",27,0.557
"80","M14",25,0.595
"81","THS",24,0.5
"82","WTH",20,0.615
"83","BFZ",18,0.664
"84","CNS",17,0.604
"85","P02",16,0.615
"86","M21",15,0.643
"87","ARN",15,0.5
"88","M20",14,0.667
"89","TMP",14,0.589
"90","GRN",14,0.516
"91","M19",10,0.6
"92","HML",8,0.585
"93","PCY",8,0.553
"94","FEM",7,0.538
"95","RIX",5,0.583
"96","ARB",4,0.6
"97","BNG",4,0.5
"98","JOU",4,0.5
