"","Artist","NoCopies","Winrate"
"1","Christopher Rush",1459,0.625
"2","John Avon",1298,0.636
"3","Anson Maddocks",990,0.64
"4","Mark Poole",976,0.649
"5","Kaja Foglio",868,0.631
"6","Rob Alexander",772,0.635
"7","Greg Staples",688,0.637
"8","Richard Thomas",655,0.642
"9","Jesper Myrfors",642,0.636
"10","Steven Belledin",625,0.648
"11","Svetlin Velinov",563,0.647
"12","Bastien L. Deharme",562,0.637
"13","Dan Scott",548,0.651
"14","Rebecca Guay",487,0.649
"15","Jonas De Ro",442,0.642
"16","Alex Horley-Orlandelli",433,0.629
"17","Marc Simonetti",431,0.634
"18","Vance Kovacs",421,0.641
"19","Slawomir Maniak",411,0.638
"20","Dan Frazier",386,0.64
"21","Douglas Shuler",381,0.641
"22","Greg Hildebrandt",344,0.63
"23","Kev Walker",332,0.617
"24","Thomas M. Baxa",329,0.635
"25","Matt Thompson",326,0.635
"26","Colin Boyer",321,0.654
"27","Irina Nordsol",314,0.636
"28","Paolo Parente",286,0.628
"29","David Gaillet",274,0.646
"30","Filip Burburan",256,0.628
"31","Mathias Kollros",253,0.634
"32","Raoul Vitale",241,0.636
"33","Mark Tedin",236,0.644
"34","Joseph Meehan",234,0.629
"35","Lawrence Snelly",233,0.648
"36","Mike Ploog",230,0.652
"37","Ron Spencer",226,0.625
"38","Ben Thompson",225,0.639
"39","Drew Tucker",208,0.641
"40","Christopher Moeller",188,0.611
"41","Eric Fortune",187,0.638
"42","Jim Nelson",186,0.632
"43","Johannes Voss",168,0.651
"44","Daarken",167,0.616
"45","Ben Wootten",165,0.628
"46","Matt Stewart",163,0.627
"47","James Wong",161,0.609
"48","Ron Spears",151,0.628
"49","Allen Williams",151,0.644
"50","Anastasia Ovchinnikova",149,0.652
"51","Zoltan Boros",141,0.627
"52","Craig J Spearing",140,0.616
"53","Sidharth Chaturvedi",139,0.643
"54","Jesper Ejsing",139,0.638
"55","Eytan Zana",138,0.661
"56","Raymond Swanland",135,0.658
"57","Nils Hamm",135,0.647
"58","YW Tang",133,0.648
"59","Lindsey Look",132,0.654
"60","Dave Allsop",131,0.625
"61","Randy Gallegos",128,0.656
"62","Vincent Proce",128,0.609
"63","Tom Kyffin",127,0.604
"64","Terese Nielsen",126,0.616
"65","Izzy",118,0.607
"66","Massimilano Frezzato",116,0.614
"67","Magali Villeneuve",109,0.629
"68","Howard Lyon",102,0.607
"69","Jeremy Jarvis",95,0.629
"70","Pete Venters",86,0.605
"71","Anthony S. Waters",86,0.63
"72","James Paick",85,0.652
"73","Winona Nelson",85,0.619
"74","Gabor Szikszai",83,0.601
"75","Eric Peterson",83,0.606
"76","Franz Vohwinkel",81,0.634
"77","Glen Angus",80,0.624
"78","Mike Raabe",79,0.717
"79","Dave Kendall",79,0.64
"80","Randy Vargas",79,0.634
"81","Trevor Claxton",79,0.608
"82","Fred Hooper",78,0.646
"83","Dany Orizio",77,0.621
"84","Adam Paquette",72,0.68
"85","Kieran Yanner",72,0.607
"86","Michael Sutfin",70,0.655
"87","Tom Wänerstrand",69,0.607
"88","Efrem Palacios",68,0.6
"89","Warren Mahy",67,0.624
"90","Daren Bader",65,0.706
"91","Daniel Ljunggren",65,0.663
"92","Luca Zontini",61,0.646
"93","Pat Morrissey",60,0.679
"94","Sandra Everingham",59,0.596
"95","Steve White",57,0.61
"96","Ryan Pancoast",57,0.611
"97","Mark Zug",56,0.634
"98","Darrell Riche",53,0.681
"99","Liam Sharp",52,0.6
"100","Miguel Mercado",51,0.638
"101","Brad Rigney",50,0.608
"102","David Martin",48,0.686
"103","Bryan Talbot",48,0.655
"104","Heonhwa Choe",48,0.605
"105","Michael Danza",48,0.605
"106","Dave Dorman",48,0.608
"107","Lars Grant-West",48,0.589
"108","Aaron Miller",47,0.637
"109","DiTerlizzi",45,0.63
"110","Omar Rayyan",44,0.606
"111","Adam Rex",43,0.663
"112","Paul Lee",43,0.672
"113","Ravenna Tran",41,0.604
"114","E. M. Gist",40,0.602
"115","James Ryman",39,0.653
"116","Jaime Jones",38,0.629
"117","Tony Szczudlo",38,0.623
"118","Steve Argyle",38,0.576
"119","Matt Cavotta",34,0.689
"120","Heather Hudson",34,0.602
"121","Jason Felix",34,0.581
"122","Brian Despain",32,0.717
"123","Randis Albion",32,0.667
"124","Lucas Graciano",31,0.633
"125","Zack Stella",28,0.589
"126","Joe Slucher",28,0.5
"127","Titus Lunter",24,0.697
"128","Wayne England",24,0.623
"129","Robbie Trevino",24,0.5
"130","Martina Fackova",22,0.681
"131","Wesley Burt",22,0.606
"132","Justin Hampton",22,0.606
"133","Ralph Horsley",22,0.6
"134","Rick Emond",20,0.59
"135","Micah Epstein",20,0.609
"136","Volkan Baǵa",20,0.633
"137","Piotr Dura",18,0.586
"138","Chris Seaman",18,0.636
"139","Nicholas Gregory",18,0.59
"140","Don Hazeltine",17,0.618
"141","Daniel Gelon",16,0.615
"142","Doug Chaffee",16,0.615
"143","Paul Scott Canavan",16,0.615
"144","Whit Brachna",15,0.577
"145","Lie Setiawan",14,0.587
"146","Mike Bierek",13,0.52
"147","Jeff Miracola",12,0.714
"148","Taylor Ingvarsson",11,0.726
"149","Lucas Staniec",11,0.714
"150","Ilse Gort",11,0.682
"151","Johann Bodin",9,0.698
"152","Jason A. Engle",9,0.605
"153","Igor Kieryluk",9,0.647
"154","Jeff Easley",8,0.8
"155","Joel Thomas",8,0.59
"156","Cristi Balanescu",8,0.643
"157","April Lee",8,0.6
"158","Milivoj Ćeran",8,0.538
"159","Anna Steinbauer",7,0.604
"160","Hideaki Takamura",7,0.615
"161","Alan Pollack",7,0.538
"162","Cyril Van Der Haegen",7,0.533
"163","Scott Kirschner",7,0.538
"164","Martina Pilcerova",6,0.727
"165","Francisco Miyara",6,0.59
"166","Deruchenko Alexander",6,0.5
"167","Evyn Fong",6,0.538
"168","Wisnu Tan",6,0.5
"169","Jakub Kasper",5,0.579
"170","Alayna Danner",5,0.5
"171","Justin Sweet",4,0.643
"172","Ryan Yee",4,0.542
"173","Scott Murphy",4,0.667
"174","Denman Rooke",4,0.667
"175","Jonathan Kuo",4,0.667
"176","Hector Ortiz",4,0.667
"177","Ekaterina Burmak",4,0.5
"178","Mark Winters",4,0.5
"179","James Zapata",4,0.5
"180","Erica Yang",3,0.55
"181","Even Amundsen",3,0.611
"182","Bud Cook",3,0.5
"183","Mark Romanoski",3,0.55
"184","Nic Klein",2,0.643
"185","Anthony Francisco",2,0.583
"186","Bryon Wackwitz",2,0.583
"187","Sung Choi",2,0.538
"188","Jana Schirmer & Johannes Voss",2,0.5
"189","Tyler Walpole",2,0.5
"190","Tuan Duong Chu",2,0.5
"191","Stephen Tappin",2,0.5
"192","Yeong-Hao Han",2,0.5
"193","David Rapoza",1,0.8
"194","Jeff Laubenstein",1,0.714
"195","Hannibal King",1,0.714
"196","Sam Burley",1,0.5
"197","Mark Behm",1,0.5
"198","Carl Critchlow",1,0.5
"199","Ben Maier",1,0.5
