"","CardNames","DeckCount","Winrate95Min"
"1","Snap",20,64.2
"2","Ponder",30,62.3
"3","Faerie Miscreant",14,62.1
"4","Duress",27,62
"5","Preordain",120,61.9
"6","Faerie Seer",95,61.6
"7","Ninja of the Deep Hours",95,61.6
"8","Spellstutter Sprite",95,61.6
"9","Island",93,61.5
"10","Ghostly Flicker",22,61.4
"11","Counterspell",119,61.4
"12","Ash Barrens",151,61.4
"13","Delver of Secrets",13,61
"14","Spire Golem",14,61
"15","Radiant Fountain",11,60.9
"16","Thorn of the Black Rose",85,60.8
"17","Evolving Wilds",63,60.7
"18","Drossforge Bridge",77,60.6
"19","Cast Down",92,60.6
"20","Gurmag Angler",60,60.3
"21","Snuff Out",60,60.3
"22","Ice Tunnel",59,60.3
"23","Brainstorm",89,60.3
"24","Augur of Bolas",98,60.3
"25","Snow-Covered Island",82,60.2
"26","Dispel",152,60.2
"27","Vault of Whispers",98,60.1
"28","Deadly Dispute",99,60
"29","Great Furnace",106,60
"30","Pristine Talisman",10,59.9
"31","Prophetic Prism",104,59.9
"32","Ichor Wellspring",100,59.9
"33","Swamp",80,59.8
"34","Galvanic Blast",109,59.8
"35","Mistvault Bridge",82,59.7
"36","Makeshift Munitions",90,59.7
"37","Disciple of the Vault",87,59.6
"38","Darksteel Citadel",93,59.6
"39","Chromatic Star",101,59.6
"40","Plains",83,59.5
"41","Suffocating Fumes",44,59.4
"42","Silverbluff Bridge",102,59.4
"43","Prohibit",21,59.3
"44","Myr Enforcer",88,59.3
"45","Atog",89,59.2
"46","Fling",89,59.2
"47","Spell Pierce",23,59.1
"48","Chainer's Edict",48,59
"49","Seat of the Synod",88,59
"50","Mortuary Mire",12,58.9
