"","CardNames","DeckCount","WinrateAverage"
"1","Deafening Silence",1,88.9
"2","Ethersworn Canonist",1,88.9
"3","Seal of Primordium",3,83.3
"4","Defense Grid",3,83.3
"5","Welding Jar",2,83.3
"6","Sword of Fire and Ice",2,81.8
"7","Torpor Orb",2,81.8
"8","Skyclave Apparition",2,81.8
"9","Leyline of Sanctity",3,80
"10","Solitude",3,80
"11","Eidolon of Rhetoric",1,80
"12","Anger of the Gods",10,77.8
"13","Teferi, Hero of Dominaria",2,77.8
"14","Big Game Hunter",1,77.8
"15","Damn",1,77.8
"16","Fracture",1,77.8
"17","Kaya, Orzhov Usurper",1,77.8
"18","Fury",7,77.4
"19","Kaya's Guile",3,77.3
"20","Pithing Needle",32,76.9
"21","Forest",2,76.9
"22","Prismatic Ending",30,76.7
"23","Threads of Disloyalty",2,76.5
"24","Seal of Cleansing",23,76.4
"25","Celestial Purge",5,76.2
"26","Terminate",9,76
"27","Dauthi Voidwalker",5,76
"28","Tormod's Crypt",25,75.8
"29","Path to Exile",25,75.6
"30","Endurance",18,75.6
"31","Sanctifier en-Vec",35,75
"32","Fragmentize",16,75
"33","Relic of Progenitus",16,75
"34","Ancient Grudge",8,75
"35","Manriki-Gusari",6,75
"36","Nahiri, the Harbinger",4,75
"37","Stubborn Denial",4,75
"38","Unholy Heat",3,75
"39","Collective Brutality",3,75
"40","On Thin Ice",3,75
"41","Archon of Emeria",3,75
"42","Bontu's Last Reckoning",2,75
"43","Snow-Covered Plains",2,75
"44","Tourach, Dread Cantor",2,75
"45","Sword of Feast and Famine",2,75
"46","Reclamation Sage",2,75
"47","Sundering Titan",2,75
"48","Klothys, God of Destiny",2,75
"49","Gemstone Caverns",2,75
"50","Nature's Claim",2,75
