"","SetCode","NoCopies","Winrate"
"1","MH2",1457,0.73
"2","LEA",764,0.72
"3","MH1",619,0.726
"4","ZEN",514,0.717
"5","ONS",398,0.723
"6","5DN",281,0.731
"7","WWK",257,0.744
"8","GPT",253,0.725
"9","SOM",248,0.741
"10","ELD",247,0.723
"11","M20",234,0.728
"12","LRW",232,0.734
"13","KLD",220,0.72
"14","CSP",199,0.72
"15","ICE",179,0.734
"16","NPH",175,0.738
"17","STX",166,0.71
"18","THB",161,0.738
"19","ATQ",148,0.749
"20","RAV",147,0.717
"21","IKO",146,0.737
"22","FUT",146,0.72
"23","MRD",144,0.726
"24","ZNR",126,0.709
"25","WAR",125,0.712
"26","DIS",124,0.724
"27","ROE",123,0.722
"28","MBS",122,0.747
"29","EMN",113,0.764
"30","DRK",100,0.737
"31","CON",97,0.74
"32","ARB",95,0.723
"33","DKA",95,0.703
"34","AER",95,0.72
"35","TSP",89,0.735
"36","HOU",72,0.7
"37","OGW",71,0.721
"38","ISD",70,0.705
"39","SOK",67,0.741
"40","SHM",67,0.721
"41","AFR",60,0.744
"42","DTK",60,0.732
"43","PC2",56,0.742
"44","PLS",56,0.732
"45","DST",54,0.71
"46","NEM",53,0.761
"47","AKH",46,0.704
"48","M21",45,0.713
"49","APC",40,0.768
"50","RTR",40,0.713
"51","AVR",39,0.702
"52","M12",39,0.717
"53","KTK",37,0.736
"54","TMP",36,0.733
"55","XLN",33,0.687
"56","CHK",29,0.707
"57","BFZ",29,0.732
"58","ALA",29,0.759
"59","DGM",27,0.713
"60","EVE",25,0.7
"61","M11",23,0.745
"62","SOI",23,0.729
"63","PTK",20,0.681
"64","GRN",19,0.695
"65","DOM",19,0.694
"66","MOR",18,0.722
"67","PLC",17,0.728
"68","JUD",16,0.727
"69","STH",16,0.731
"70","THS",14,0.775
"71","RNA",14,0.735
"72","CN2",12,0.702
"73","WTH",10,0.721
"74","ULG",10,0.73
"75","P02",9,0.688
"76","M15",9,0.719
"77","KHM",8,0.727
"78","FRF",8,0.812
"79","M13",8,0.667
"80","INV",6,0.727
"81","ARN",4,0.75
"82","C14",4,0.625
"83","JOU",3,0.786
"84","LEG",2,0.765
"85","BNG",1,0.75
