"","CardNames","DeckCount","Winrate95Min"
"1","Introduction to Prophecy",5,64
"2","Abrade",5,64
"3","Gorilla Shaman",123,61.6
"4","Pyroblast",96,61.1
"5","Blue Elemental Blast",82,61
"6","Chainer's Edict",105,60.9
"7","Nihil Spellbomb",65,60.6
"8","Duress",17,59.9
"9","Krark-Clan Shaman",46,59.7
"10","Dust to Dust",75,59.7
"11","Suffocating Fumes",62,59.6
"12","Lone Missionary",30,59.4
"13","Hydroblast",80,59.2
"14","Relic of Progenitus",88,59
"15","Negate",32,58.9
"16","Dawnbringer Cleric",47,58.7
"17","Smash to Dust",21,58.5
"18","Prismatic Strands",12,58.4
"19","Unexpected Fangs",29,58.2
"20","Rotten Reunion",19,57.9
"21","Dispel",38,57.9
"22","Flaring Pain",36,57.8
"23","Red Elemental Blast",55,57.2
"24","Ancient Grudge",10,57.1
"25","Thorn of the Black Rose",14,57.1
"26","Fangren Marauder",7,56.9
"27","Metallic Rebuke",15,56.9
"28","Standard Bearer",28,56.4
"29","Vitality Charm",17,56.3
"30","Shrivel",15,56.2
"31","Weather the Storm",14,56.1
"32","Cast Down",7,55.7
"33","Ram Through",21,55.5
"34","End the Festivities",29,55.2
"35","Lifelink",22,55.1
"36","Freewind Falcon",25,54.9
"37","Gnaw to the Bone",5,54.8
"38","Vision Charm",5,54.8
"39","Darkness",5,54.8
"40","Mountain",5,54.8
"41","Forest",5,54.8
"42","Snuff Out",5,54.8
"43","Revoke Existence",21,54.6
"44","Destroy Evil",32,54
"45","Crimson Acolyte",23,53.8
"46","Annul",14,53.7
"47","Smash to Smithereens",28,53.7
"48","Breath Weapon",6,53.4
"49","Searing Blaze",4,53.3
"50","Spell Pierce",7,53.3
