"","SetCode","NoCopies","Winrate"
"1","LEA",2882,0.65
"2","MRD",1425,0.639
"3","ICE",997,0.639
"4","CLB",896,0.633
"5","NEO",736,0.643
"6","SOM",705,0.641
"7","MH2",661,0.643
"8","AFR",584,0.644
"9","VOW",511,0.637
"10","ZEN",424,0.635
"11","DMU",399,0.643
"12","IKO",396,0.653
"13","MH1",392,0.654
"14","TOR",374,0.647
"15","JUD",348,0.648
"16","MBS",318,0.655
"17","ALL",316,0.651
"18","SNC",304,0.651
"19","KTK",295,0.643
"20","DRK",293,0.64
"21","TSP",287,0.654
"22","BRO",252,0.641
"23","ALA",242,0.625
"24","AKH",236,0.633
"25","M11",235,0.659
"26","RTR",229,0.627
"27","VIS",223,0.649
"28","ROE",221,0.646
"29","MMQ",213,0.651
"30","SOI",210,0.663
"31","AER",205,0.63
"32","KHM",187,0.663
"33","DIS",185,0.644
"34","INV",182,0.643
"35","DOM",169,0.658
"36","WWK",166,0.654
"37","FRF",166,0.636
"38","LRW",166,0.643
"39","EVE",163,0.649
"40","AVR",163,0.636
"41","ULG",156,0.663
"42","DKA",151,0.662
"43","ATQ",148,0.674
"44","GPT",147,0.657
"45","C16",143,0.655
"46","LEG",132,0.634
"47","XLN",112,0.644
"48","M12",112,0.65
"49","SHM",110,0.612
"50","USG",101,0.671
"51","APC",101,0.62
"52","M19",96,0.68
"53","MID",90,0.651
"54","ONS",79,0.692
"55","NPH",78,0.605
"56","BOK",65,0.621
"57","RAV",62,0.704
"58","STX",58,0.758
"59","TMP",58,0.635
"60","RNA",58,0.622
"61","DGM",58,0.601
"62","M13",55,0.617
"63","ODY",52,0.683
"64","ISD",48,0.68
"65","M10",47,0.642
"66","GTC",44,0.667
"67","ZNR",35,0.648
"68","OGW",33,0.663
"69","CSP",33,0.6
"70","FUT",32,0.685
"71","ORI",32,0.655
"72","HOU",31,0.72
"73","THB",30,0.608
"74","SCG",26,0.692
"75","WAR",21,0.656
"76","P02",20,0.791
"77","CMR",19,0.614
"78","CN2",19,0.67
"79","JMP",18,0.617
"80","NEM",18,0.632
"81","PLS",18,0.651
"82","ELD",18,0.65
"83","ARB",17,0.69
"84","DST",17,0.611
"85","CHK",16,0.646
"86","M21",16,0.692
"87","LGN",13,0.673
"88","ARN",12,0.692
"89","PLC",12,0.632
"90","THS",10,0.64
"91","EXO",10,0.667
"92","M14",10,0.577
"93","BFZ",9,0.672
"94","JOU",8,0.583
"95","MIR",7,0.647
"96","SOK",6,0.667
"97","BNG",4,0.5
"98","M15",4,0.5
"99","KLD",2,0.692
"100","PCY",1,0.625
"101","5DN",1,0.667
