"","CardNames","DeckCount","WinrateAverage"
"1","Surgical Extraction",136,72.6
"2","Force of Negation",114,72.6
"3","Pyroblast",106,72.3
"4","Grafdigger's Cage",80,74.2
"5","Meltdown",78,72.4
"6","Endurance",71,72.9
"7","Flusterstorm",64,72.1
"8","Hydroblast",59,73
"9","Red Elemental Blast",58,71.2
"10","Torpor Orb",52,70.8
"11","Leyline of the Void",51,73.8
"12","Force of Vigor",49,73.5
"13","Submerge",46,73.5
"14","End the Festivities",44,72
"15","Carpet of Flowers",43,72.7
"16","Pithing Needle",40,73.7
"17","Prismatic Ending",39,72.7
"18","Izzet Staticaster",32,75.7
"19","Karakas",32,72.8
"20","Collector Ouphe",25,71.8
"21","Faerie Macabre",23,72.4
"22","Mindbreak Trap",20,79.7
"23","Null Rod",19,72.1
"24","Massacre",19,71.3
"25","Narset, Parter of Veils",19,69
"26","Plague Engineer",18,72.4
"27","Thoughtseize",18,71.1
"28","Containment Priest",18,76.6
"29","Hullbreacher",17,73.5
"30","Serenity",16,70.5
"31","Deafening Silence",16,73.9
"32","Assassin's Trophy",16,68.8
"33","Blood Moon",15,72.4
"34","Ethersworn Canonist",15,74
"35","Choke",15,70.4
"36","Wear // Tear",15,73.6
"37","Yorion, Sky Nomad",15,79
"38","Walking Ballista",14,71.4
"39","Progenitus",14,69.7
"40","Chain of Vapor",14,73.2
"41","Soul-Guide Lantern",13,73.3
"42","Iona, Shield of Emeria",13,70.6
"43","Ensnaring Bridge",13,71.6
"44","Alpine Moon",13,72
"45","Engineered Explosives",13,72.3
"46","Court of Cunning",12,72.5
"47","Coffin Purge",12,72.4
"48","Veil of Summer",12,70.4
"49","Pyroclasm",12,69.3
"50","Tormod's Crypt",11,74
