"","CardNames","DeckCount","Winrate95Min"
"1","Wasteland",130,70.3
"2","Sanctum Prelate",5,70.2
"3","Karakas",97,70.2
"4","Swords to Plowshares",91,70.1
"5","Cathar Commando",6,69.9
"6","Solitude",9,69.9
"7","Recruiter of the Guard",10,69.9
"8","Flickerwisp",7,69.7
"9","Skyclave Apparition",10,69.5
"10","Flooded Strand",121,69.4
"11","Wooded Foothills",52,69.3
"12","Misty Rainforest",137,69.3
"13","Life from the Loam",34,69.2
"14","Brainstorm",143,69.2
"15","Force of Will",152,69.2
"16","Timeless Dragon",8,69.1
"17","Spirit of the Labyrinth",8,69.1
"18","Kaldra Compleat",8,69.1
"19","Stoneforge Mystic",10,69.1
"20","Batterskull",10,69.1
"21","Umezawa's Jitte",10,69.1
"22","Ponder",139,69.1
"23","Yavimaya, Cradle of Growth",31,68.9
"24","Volcanic Island",109,68.9
"25","Polluted Delta",95,68.8
"26","Daze",87,68.7
"27","Prismatic Ending",79,68.7
"28","Ox of Agonas",6,68.3
"29","Urza's Saga",61,68.3
"30","Ragavan, Nimble Pilferer",72,68.3
"31","Expressive Iteration",81,68.3
"32","Forest",43,68.2
"33","Tundra",78,68.1
"34","Lightning Bolt",70,68
"35","Aether Vial",13,67.9
"36","Endurance",51,67.9
"37","Savannah",51,67.9
"38","Flagstones of Trokair",16,67.8
"39","Maze of Ith",19,67.8
"40","Delver of Secrets",45,67.8
"41","Steam Vents",46,67.8
"42","Murktide Regent",74,67.8
"43","Scalding Tarn",111,67.8
"44","Thalia, Guardian of Thraben",8,67.7
"45","Arid Mesa",28,67.6
"46","Sylvan Library",40,67.6
"47","Bloodstained Mire",47,67.6
"48","Lion's Eye Diamond",39,67.5
"49","Windswept Heath",45,67.5
"50","Dragon's Rage Channeler",53,67.5
