"","SetCode","NoCopies","Winrate"
"1","LEA",3687,0.683
"2","MH2",3027,0.685
"3","TMP",2289,0.692
"4","ICE",1901,0.679
"5","ZEN",1286,0.682
"6","CLB",1274,0.692
"7","ONS",1185,0.68
"8","MRD",1125,0.687
"9","LRW",1110,0.678
"10","MH1",977,0.681
"11","ALL",931,0.676
"12","NEO",881,0.693
"13","STX",785,0.686
"14","AVR",730,0.689
"15","ZNR",711,0.697
"16","ELD",709,0.682
"17","USG",657,0.677
"18","EXO",602,0.697
"19","NEM",595,0.677
"20","CSP",547,0.675
"21","LEB",526,0.68
"22","DKA",507,0.686
"23","NPH",507,0.67
"24","FUT",503,0.675
"25","GPT",495,0.688
"26","ISD",474,0.678
"27","SHM",378,0.697
"28","LEG",337,0.693
"29","ULG",283,0.697
"30","BRO",271,0.687
"31","M20",267,0.68
"32","MMQ",249,0.685
"33","THB",237,0.679
"34","DMU",231,0.703
"35","CN2",217,0.691
"36","PLC",211,0.67
"37","WWK",210,0.669
"38","MBS",196,0.693
"39","STH",191,0.692
"40","SCG",183,0.686
"41","AER",180,0.712
"42","CON",165,0.67
"43","WTH",153,0.667
"44","TOR",152,0.65
"45","BOK",152,0.687
"46","SOM",151,0.704
"47","WAR",144,0.666
"48","C14",143,0.687
"49","GTC",140,0.675
"50","TSP",139,0.682
"51","DST",128,0.673
"52","VIS",124,0.699
"53","ODY",124,0.663
"54","ALA",109,0.682
"55","PC2",106,0.696
"56","EVE",101,0.699
"57","HOU",98,0.685
"58","JMP",89,0.686
"59","JUD",88,0.673
"60","CHK",87,0.703
"61","MOR",86,0.702
"62","MIR",86,0.685
"63","M11",85,0.656
"64","RTR",83,0.664
"65","RAV",82,0.68
"66","C13",78,0.67
"67","DRK",77,0.668
"68","CMR",76,0.68
"69","CMD",75,0.662
"70","SNC",70,0.644
"71","SOK",48,0.693
"72","ROE",48,0.61
"73","ATQ",47,0.656
"74","MID",46,0.656
"75","POR",41,0.62
"76","GRN",40,0.642
"77","C18",37,0.7
"78","AFR",37,0.705
"79","IKO",35,0.631
"80","M13",31,0.681
"81","M19",31,0.609
"82","NEC",31,0.61
"83","KHM",30,0.642
"84","VOW",30,0.693
"85","5DN",29,0.625
"86","BNG",28,0.652
"87","EMN",28,0.694
"88","M15",27,0.628
"89","JOU",22,0.605
"90","PLS",19,0.667
"91","DIS",19,0.652
"92","AFC",19,0.667
"93","FEM",18,0.674
"94","CNS",17,0.627
"95","DOM",16,0.774
"96","ORI",15,0.7
"97","C19",15,0.688
"98","M10",15,0.653
"99","M12",14,0.741
"100","RIX",13,0.69
"101","OGW",13,0.68
"102","KTK",10,0.707
"103","XLN",10,0.6
"104","FRF",10,0.647
"105","M14",9,0.641
"106","ARN",9,0.577
"107","C15",8,0.571
"108","INV",6,0.692
"109","RNA",4,0.714
"110","C21",4,0.583
"111","SOI",4,0.571
"112","AKH",3,0.833
"113","C20",3,0.429
"114","P02",2,0.75
"115","PTK",2,0.571
"116","DTK",2,0.5
"117","C17",1,0.75
"118","BFZ",1,0.75
"119","BBD",1,0.571
"120","NCC",1,0.5
