"","CardNames","DeckCount","Winrate95Min"
"1","Solitude",123,67.3
"2","Twinshot Sniper",18,67.2
"3","City of Traitors",163,67.2
"4","Karakas",183,66.8
"5","Ancient Tomb",183,66.7
"6","Eiganjo, Seat of the Empire",121,66.6
"7","Emeria's Call",92,66.5
"8","White Plume Adventurer",128,66.5
"9","Seasoned Dungeoneer",125,66.5
"10","Lotus Petal",216,66.5
"11","Cavern of Souls",137,66.4
"12","Palace Jailer",92,66.2
"13","Great Furnace",24,66.1
"14","Anointed Peacekeeper",57,66.1
"15","Goblin Engineer",23,66
"16","Goblin Welder",23,66
"17","Grindstone",24,66
"18","Painter's Servant",24,66
"19","Soul-Guide Lantern",26,66
"20","Pyroblast",116,66
"21","Wasteland",175,66
"22","Lightning Bolt",137,65.9
"23","Red Elemental Blast",24,65.8
"24","Chrome Mox",126,65.8
"25","Swords to Plowshares",140,65.8
"26","Plains",156,65.7
"27","Polluted Delta",178,65.7
"28","Once Upon a Time",48,65.5
"29","Daze",147,65.3
"30","Brainstorm",202,65.3
"31","Walking Ballista",43,65.2
"32","Thalia, Guardian of Thraben",81,65.2
"33","Murktide Regent",121,65.2
"34","Flooded Strand",173,65.2
"35","Misty Rainforest",183,65.2
"36","Force of Will",217,65.2
"37","Touch the Spirit Realm",91,65.1
"38","Volcanic Island",167,65.1
"39","Ponder",196,65.1
"40","Fury",29,65
"41","Plateau",49,65
"42","Elite Spellbinder",77,64.9
"43","Delver of Secrets",105,64.9
"44","Brazen Borrower",117,64.9
"45","Expressive Iteration",123,64.9
"46","Mox Diamond",40,64.7
"47","Mox Opal",46,64.7
"48","Island",162,64.7
"49","Scalding Tarn",174,64.7
"50","Mystic Sanctuary",124,64.6
