"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1552,0.684
"2","Christopher Rush",1501,0.681
"3","Terese Nielsen",1203,0.683
"4","John Stanko",870,0.686
"5","Mark Tedin",870,0.673
"6","Kaja Foglio",820,0.686
"7","Jeff A. Menges",820,0.687
"8","April Lee",819,0.69
"9","Anastasia Ovchinnikova",784,0.679
"10","Jesper Myrfors",725,0.684
"11","Colin MacNeil",722,0.694
"12","Kev Walker",714,0.688
"13","Donato Giancola",674,0.686
"14","Ryan Pancoast",605,0.694
"15","Nils Hamm",603,0.696
"16","Mark Zug",602,0.686
"17","Matt Stewart",587,0.696
"18","Una Fricker",578,0.687
"19","Cliff Childs",551,0.699
"20","Brian Snõddy",542,0.682
"21","Matthew D. Wilson",517,0.683
"22","Joseph Weston",511,0.7
"23","Evan Shipard",481,0.705
"24","Shelly Wan",462,0.679
"25","Lucas Graciano",457,0.685
"26","Steven Belledin",445,0.674
"27","Martina Fackova",412,0.678
"28","Philip Straub",410,0.675
"29","Randy Vargas",401,0.679
"30","Adam Rex",392,0.696
"31","Chippy",388,0.675
"32","rk post",371,0.686
"33","Paul Scott Canavan",362,0.675
"34","Jana Schirmer & Johannes Voss",327,0.692
"35","Marta Nael",309,0.687
"36","Aleksi Briclot",301,0.68
"37","Eric Deschamps",288,0.676
"38","Mark Poole",287,0.672
"39","Igor Kieryluk",282,0.682
"40","Nicola Leonard",279,0.692
"41","Dan Frazier",259,0.684
"42","Richard Thomas",241,0.682
"43","Ron Spears",238,0.687
"44","Douglas Shuler",237,0.692
"45","Titus Lunter",228,0.695
"46","Julian Kok Joon Wen",221,0.7
"47","Sandra Everingham",218,0.688
"48","Anson Maddocks",216,0.674
"49","Daniel Ljunggren",207,0.703
"50","Christopher Moeller",201,0.687
"51","David Rapoza",192,0.682
"52","David Palumbo",181,0.696
"53","Rebecca Guay",179,0.672
"54","Nicholas Gregory",176,0.686
"55","Greg Hildebrandt",174,0.649
"56","Tia Masic",169,0.716
"57","Raoul Vitale",167,0.716
"58","Scott M. Fischer",162,0.688
"59","Dave DeVries",155,0.679
"60","Anthony S. Waters",151,0.672
"61","Vance Kovacs",147,0.689
"62","Joseph Meehan",145,0.673
"63","Pete Venters",145,0.679
"64","John Avon",145,0.66
"65","John Zeleznik",141,0.676
"66","Volkan Baǵa",137,0.692
"67","Vincent Proce",137,0.656
"68","Mike Ploog",130,0.699
"69","Andreas Zafiratos",128,0.678
"70","Kari Christensen",123,0.675
"71","Marcela Medeiros",122,0.667
"72","Svetlin Velinov",120,0.667
"73","Izzy",115,0.683
"74","D. Alexander Gregory",113,0.692
"75","Mike Dringenberg",112,0.697
"76","Dany Orizio",112,0.703
"77","Franz Vohwinkel",112,0.69
"78","Gabor Szikszai",111,0.678
"79","Robert Bliss",109,0.695
"80","Filip Burburan",105,0.663
"81","Chris Rallis",104,0.679
"82","Mike Bierek",104,0.641
"83","Victor Adame Minguez",102,0.678
"84","Drew Tucker",100,0.7
"85","Carl Critchlow",99,0.677
"86","Sam Burley",98,0.67
"87","Jason Chan",98,0.68
"88","Chris Rahn",96,0.685
"89","Dmitry Burmak",96,0.695
"90","Michael Komarck",93,0.679
"91","Bryan Sola",92,0.663
"92","Jehan Choo",91,0.735
"93","DiTerlizzi",90,0.679
"94","Thomas M. Baxa",86,0.686
"95","Jesper Ejsing",83,0.659
"96","Zack Stella",81,0.678
"97","Shishizaru",80,0.712
"98","Jeff Laubenstein",79,0.669
"99","Andrew Mar",78,0.669
"100","Erica Yang",74,0.66
"101","Bastien L. Deharme",73,0.742
"102","Eric Fortune",72,0.678
"103","Jonas De Ro",72,0.697
"104","Iain McCaig",71,0.683
"105","Martina Pilcerova",69,0.665
"106","Chris Ostrowski",68,0.7
"107","Margaret Organ-Kean",66,0.665
"108","Tim Hildebrandt",66,0.655
"109","Larry MacDougall",65,0.712
"110","Sidharth Chaturvedi",63,0.683
"111","Jerry Tiritilli",62,0.61
"112","Jaime Jones",60,0.671
"113","Howard Lyon",59,0.68
"114","Sarah Finnigan",56,0.689
"115","James Paick",55,0.692
"116","Livia Prima",55,0.622
"117","Greg Simanson",52,0.727
"118","Yongjae Choi",52,0.669
"119","Adam Paquette",52,0.632
"120","Tom Kyffin",51,0.712
"121","Tom Wänerstrand",51,0.662
"122","Yeong-Hao Han",49,0.679
"123","Min Yum",48,0.681
"124","Stephan Martiniere",47,0.68
"125","Julie Baroh",46,0.645
"126","Jason Rainville",46,0.671
"127","Raymond Swanland",46,0.64
