"","SetCode","NoCopies","Winrate"
"1","LEA",2359,0.668
"2","MH2",2057,0.67
"3","TMP",1653,0.678
"4","ICE",1447,0.662
"5","ZEN",996,0.668
"6","ONS",877,0.674
"7","LRW",831,0.666
"8","ALL",768,0.67
"9","USG",636,0.664
"10","MH1",613,0.666
"11","STX",606,0.674
"12","MRD",600,0.692
"13","CLB",514,0.682
"14","NPH",484,0.671
"15","AVR",465,0.677
"16","NEO",463,0.68
"17","CSP",457,0.673
"18","NEM",437,0.668
"19","LEB",406,0.668
"20","ELD",390,0.676
"21","ZNR",390,0.681
"22","MMQ",359,0.681
"23","ONE",328,0.658
"24","ISD",325,0.657
"25","GPT",300,0.665
"26","EXO",298,0.678
"27","SHM",272,0.69
"28","DKA",241,0.672
"29","THB",205,0.687
"30","AER",200,0.702
"31","FUT",196,0.675
"32","SOM",181,0.705
"33","BRO",170,0.695
"34","ODY",166,0.679
"35","ULG",163,0.676
"36","LEG",158,0.679
"37","CN2",149,0.673
"38","M20",127,0.661
"39","WTH",121,0.684
"40","WWK",115,0.696
"41","WAR",110,0.634
"42","STH",109,0.676
"43","TOR",105,0.686
"44","DST",101,0.677
"45","PC2",98,0.645
"46","MIR",96,0.681
"47","PLC",93,0.666
"48","BOK",87,0.672
"49","TSP",78,0.69
"50","MBS",75,0.643
"51","RAV",70,0.665
"52","DMU",63,0.645
"53","DRK",58,0.697
"54","ROE",56,0.65
"55","PLS",51,0.637
"56","ALA",51,0.687
"57","M11",50,0.643
"58","CMR",49,0.62
"59","SCG",49,0.664
"60","JUD",48,0.663
"61","CON",48,0.647
"62","C13",48,0.671
"63","VIS",43,0.635
"64","SOK",42,0.7
"65","GTC",40,0.683
"66","EVE",36,0.654
"67","RTR",36,0.611
"68","VOW",36,0.619
"69","HOU",35,0.648
"70","IKO",32,0.66
"71","M13",30,0.667
"72","FEM",25,0.647
"73","ATQ",24,0.69
"74","BNG",24,0.692
"75","POR",23,0.756
"76","DIS",23,0.674
"77","CHK",22,0.614
"78","NEC",21,0.685
"79","JMP",20,0.632
"80","MID",19,0.706
"81","M10",19,0.711
"82","5DN",18,0.716
"83","AFR",18,0.722
"84","FRF",18,0.703
"85","M19",18,0.679
"86","MOR",18,0.644
"87","EMN",16,0.756
"88","SNC",15,0.659
"89","DOM",14,0.688
"90","BBD",14,0.548
"91","M12",12,0.545
"92","CNS",11,0.735
"93","C18",8,0.774
"94","KLD",8,0.647
"95","BFZ",7,0.744
"96","AKH",7,0.75
"97","GRN",7,0.564
"98","XLN",6,0.714
"99","KHM",6,0.588
"100","ORI",6,0.538
"101","ARB",5,0.692
"102","DTK",5,0.625
"103","INV",4,0.6
"104","RNA",4,0.652
"105","PTK",4,0.5
"106","C20",3,0.667
"107","KTK",1,0.714
"108","C19",1,0.5
