"","Artist","NoCopies","Winrate"
"1","Rob Alexander",1200,0.672
"2","Christopher Rush",1200,0.667
"3","Terese Nielsen",923,0.669
"4","Mark Tedin",735,0.663
"5","April Lee",581,0.681
"6","Kaja Foglio",513,0.66
"7","Anastasia Ovchinnikova",511,0.662
"8","Donato Giancola",450,0.667
"9","Nils Hamm",448,0.664
"10","John Stanko",445,0.672
"11","Una Fricker",444,0.663
"12","Jeff A. Menges",443,0.675
"13","Brian Snõddy",442,0.671
"14","Matthew D. Wilson",428,0.672
"15","Ryan Pancoast",418,0.683
"16","Jesper Myrfors",418,0.656
"17","Steven Belledin",408,0.663
"18","Colin MacNeil",402,0.684
"19","Kev Walker",385,0.674
"20","Philip Straub",364,0.669
"21","Shelly Wan",348,0.664
"22","Martina Fackova",339,0.667
"23","Matt Stewart",329,0.686
"24","Lucas Graciano",314,0.664
"25","Paul Scott Canavan",312,0.668
"26","rk post",310,0.683
"27","Chippy",301,0.674
"28","Cliff Childs",296,0.693
"29","Adam Rex",255,0.685
"30","Marta Nael",253,0.68
"31","Anson Maddocks",244,0.673
"32","Evan Shipard",241,0.684
"33","Joseph Weston",230,0.685
"34","Titus Lunter",229,0.689
"35","Eric Deschamps",212,0.676
"36","Mike Ploog",209,0.672
"37","Aleksi Briclot",201,0.673
"38","Mark Zug",201,0.673
"39","Nicholas Gregory",194,0.695
"40","Randy Vargas",193,0.662
"41","Ron Spears",192,0.678
"42","Sandra Everingham",183,0.679
"43","Mark Poole",179,0.656
"44","Igor Kieryluk",179,0.66
"45","Daniel Ljunggren",169,0.684
"46","Izzy",167,0.7
"47","Robert Bliss",153,0.681
"48","Volkan Baǵa",145,0.697
"49","Pete Venters",143,0.691
"50","Julian Kok Joon Wen",142,0.694
"51","Dan Frazier",141,0.681
"52","Nicola Leonard",139,0.682
"53","Richard Thomas",138,0.666
"54","Vincent Proce",131,0.664
"55","Vance Kovacs",128,0.661
"56","Greg Hildebrandt",126,0.701
"57","Carl Critchlow",126,0.678
"58","Gabor Szikszai",124,0.676
"59","John Avon",123,0.738
"60","Jeff Laubenstein",121,0.688
"61","Rebecca Guay",120,0.68
"62","John Zeleznik",119,0.663
"63","Andrew Mar",117,0.669
"64","David Palumbo",111,0.683
"65","Lorenzo Mastroianni",106,0.662
"66","Martina Pilcerova",98,0.731
"67","Chris Rallis",93,0.636
"68","Tim Hildebrandt",87,0.68
"69","Sidharth Chaturvedi",86,0.639
"70","Scott M. Fischer",84,0.67
"71","Jason Chan",83,0.68
"72","Jana Schirmer & Johannes Voss",81,0.671
"73","Marcela Bolívar",79,0.636
"74","David Rapoza",75,0.643
"75","Margaret Organ-Kean",73,0.691
"76","Svetlin Velinov",73,0.636
"77","Cliff Nielsen",72,0.684
"78","Mike Dringenberg",70,0.717
"79","Raoul Vitale",70,0.651
"80","Anthony S. Waters",69,0.673
"81","Christopher Moeller",68,0.644
"82","Douglas Shuler",67,0.659
"83","Mike Bierek",66,0.705
"84","Livia Prima",63,0.718
"85","Greg Simanson",63,0.701
"86","Jesper Ejsing",62,0.671
"87","Filip Burburan",62,0.629
"88","Jerry Tiritilli",60,0.677
"89","Franz Vohwinkel",60,0.664
"90","Val Mayerik",59,0.667
"91","Randy Gallegos",56,0.685
"92","Sam Burley",55,0.636
"93","Chris Rahn",52,0.681
"94","Min Yum",51,0.685
"95","Kari Christensen",50,0.655
"96","Andreas Zafiratos",48,0.675
"97","Iain McCaig",48,0.608
"98","Howard Lyon",46,0.71
"99","Dany Orizio",45,0.63
"100","Yeong-Hao Han",43,0.708
"101","Zack Stella",42,0.664
"102","Andrew Goldhawk",41,0.688
"103","Greg Staples",41,0.682
"104","D. Alexander Gregory",40,0.689
"105","Dave DeVries",40,0.636
"106","Ron Spencer",37,0.676
"107","Chris Ostrowski",35,0.648
"108","James Paick",35,0.649
"109","Jonas De Ro",33,0.636
"110","DiTerlizzi",32,0.732
"111","Yongjae Choi",31,0.669
"112","Lake Hurwitz",31,0.584
"113","Stephan Martiniere",30,0.729
"114","Dmitry Burmak",30,0.736
"115","Joseph Meehan",29,0.651
"116","Pat Morrissey",28,0.586
"117","Jason Rainville",27,0.667
"118","Wisnu Tan",27,0.638
"119","Tom Wänerstrand",27,0.69
"120","Matt Cavotta",26,0.652
"121","Jim Nelson",25,0.713
"122","Alayna Danner",25,0.684
"123","Eric Fortune",25,0.65
"124","Susan Van Camp",25,0.647
"125","Adam Paquette",25,0.617
"126","Michael Komarck",24,0.641
"127","Daarken",24,0.673
"128","Magali Villeneuve",24,0.6
"129","Scott Murphy",22,0.611
"130","Sarah Finnigan",21,0.725
"131","Richard Kane Ferguson",21,0.689
"132","Adrian Smith",20,0.75
"133","Xavier Ribeiro",20,0.683
"134","Thomas M. Baxa",20,0.632
"135","Shishizaru",20,0.632
"136","Wayne Reynolds",19,0.711
"137","Lawrence Snelly",18,0.745
"138","Victor Adame Minguez",18,0.686
"139","Jehan Choo",18,0.625
"140","Larry MacDougall",17,0.632
"141","Lucas Staniec",17,0.658
"142","Jeremy Enecio",16,0.675
"143","Manuel Castañón",14,0.758
"144","Gary Ruddell",14,0.696
"145","Cyril Van Der Haegen",14,0.714
"146","Raymond Swanland",13,0.66
"147","Tom Kyffin",13,0.632
"148","Bastien L. Deharme",13,0.685
"149","Amy Weber",12,0.81
"150","YW Tang",12,0.787
"151","Jeff Miracola",12,0.565
"152","Paolo Parente",11,0.725
"153","Nicholas Elias",11,0.81
"154","Jean-Sébastien Rossbach",11,0.738
"155","Anthony Francisco",11,0.732
"156","Lie Setiawan",11,0.683
"157","Drew Tucker",11,0.68
"158","Heather Hudson",11,0.722
"159","Tia Masic",11,0.625
"160","Daren Bader",11,0.562
"161","Tomasz Jedruszek",10,0.647
"162","Craig J Spearing",10,0.667
"163","Anna Steinbauer",10,0.63
"164","Seb McKinnon",9,0.683
"165","David Hudnut",9,0.714
"166","Julie Baroh",9,0.611
"167","Marcela Medeiros",8,0.733
"168","Johann Bodin",8,0.769
"169","Jaime Jones",8,0.571
"170","Mark Behm",7,0.69
"171","Harold McNeill",7,0.7
"172","Stephen Daniele",7,0.722
"173","Johannes Voss",7,0.75
"174","Ciruelo",7,0.6
"175","Jeremy Jarvis",6,0.718
"176","Winona Nelson",6,0.667
"177","Todd Lockwood",6,0.721
"178","Darrell Riche",6,0.583
"179","Slawomir Maniak",6,0.643
"180","Piotr Dura",6,0.667
"181","Ryan Yee",6,0.6
"182","David Martin",6,0.55
"183","Karl Kopinski",6,0.615
"184","Nino Vecia",6,0.562
"185","Zezhou Chen",5,0.75
"186","Cristi Balanescu",5,0.636
"187","Caio Monteiro",5,0.588
"188","Tuan Duong Chu",4,0.607
"189","Richard Wright",4,0.591
"190","Steve Argyle",4,0.727
"191","Bryan Talbot",4,0.714
"192","Richard Whitters",4,0.667
"193","Simon Dominic",4,0.7
"194","Mitsuaki Sagiri",4,0.5
"195","Kieran Yanner",4,0.667
"196","Melissa A. Benson",4,0.636
"197","Stephen Tappin",4,0.571
"198","Bob Eggleton",4,0.571
"199","Tyler Jacobson",4,0.571
"200","Jason A. Engle",4,0.571
"201","Sue Ellen Brown",4,0.5
"202","Ekaterina Burmak",4,0.588
"203","Greg Hildebrandt & Tim Hildebrandt",4,0.5
"204","Grzegorz Rutkowski",3,0.737
"205","Anthony Jones",3,0.562
"206","Dan Scott",3,0.667
"207","George Pratt",3,0.5
"208","Noah Bradley",2,0.812
"209","Liiga Smilshkalne",2,0.818
"210","Dimitar Marinski",2,0.75
"211","Peter Mohrbacher",2,0.667
"212","John Coulthart",2,0.714
"213","Tomas Giorello",2,0.667
"214","Michael Sutfin",2,0.75
"215","Phil Foglio",2,0.75
"216","Henry G. Higginbotham",2,0.571
"217","Clint Cearley",2,0.5
"218","Quinton Hoover",1,0.714
"219","Don Hazeltine",1,0.667
"220","John Matson",1,0.75
"221","Zoltan Boros & Gabor Szikszai",1,0.75
"222","Omar Rayyan",1,0.5
"223","Ben Wootten",1,0.5
"224","Glenn Fabry",1,0.5
