"","CardNames","DeckCount","Winrate95Min"
"1","Expressive Iteration",1585,73.1
"2","Unholy Heat",1524,72.9
"3","Misty Rainforest",2309,72.9
"4","Snow-Covered Island",996,72.8
"5","Steam Vents",2741,72.8
"6","Ephemerate",373,72.7
"7","Ice-Fang Coatl",412,72.7
"8","Endurance",744,72.7
"9","Spirebluff Canal",1156,72.7
"10","Mishra's Bauble",1480,72.7
"11","Breeding Pool",1300,72.7
"12","Scalding Tarn",2483,72.7
"13","Abundant Growth",461,72.6
"14","Omnath, Locus of Creation",647,72.6
"15","Dress Down",614,72.6
"16","Ragavan, Nimble Pilferer",1740,72.6
"17","Boseiju, Who Endures",1552,72.6
"18","Lightning Bolt",2320,72.6
"19","Murktide Regent",746,72.5
"20","Spell Pierce",1189,72.5
"21","Counterspell",1236,72.5
"22","Otawara, Soaring City",1590,72.5
"23","Brazen Borrower",500,72.4
"24","Snow-Covered Forest",620,72.4
"25","Consider",771,72.4
"26","Dragon's Rage Channeler",1028,72.4
"27","Fury",1094,72.4
"28","Flooded Strand",1909,72.4
"29","Grief",434,72.3
"30","Snow-Covered Plains",708,72.3
"31","Ketria Triome",856,72.3
"32","Polluted Delta",1340,72.3
"33","Wooded Foothills",1580,72.3
"34","Stomping Ground",1413,72.3
"35","Eternal Witness",189,72.2
"36","Silent Clearing",417,72.2
"37","Solitude",791,72.2
"38","Fiery Islet",1009,72.2
"39","Wrenn and Six",963,72.2
"40","Windswept Heath",1107,72.2
"41","Snow-Covered Mountain",467,72.1
"42","Shardless Agent",542,72.1
"43","Violent Outburst",547,72.1
"44","Prismatic Ending",870,72.1
"45","Island",1569,72.1
"46","Forest",1457,72.1
"47","Ledger Shredder",619,72
"48","Force of Negation",606,72
"49","Swamp",906,72
"50","Hallowed Fountain",1328,72
