"","CardNames","DeckCount","Winrate95Min"
"1","Magus of the Moon",868,72.7
"2","Dress Down",1264,72.7
"3","Endurance",1322,72.7
"4","Jace, the Mind Sculptor",515,72.6
"5","Yorion, Sky Nomad",535,72.6
"6","Force of Vigor",1589,72.6
"7","Engineered Explosives",1981,72.6
"8","Mystical Dispute",1794,72.6
"9","Flusterstorm",1300,72.5
"10","Cavern of Souls",140,72.4
"11","Mana Leak",164,72.4
"12","Unlicensed Hearse",854,72.4
"13","Supreme Verdict",239,72.3
"14","Spell Pierce",855,72.3
"15","Blood Moon",781,72.3
"16","Subtlety",932,72.3
"17","Relic of Progenitus",1196,72.3
"18","Boseiju, Who Endures",752,72.2
"19","Chalice of the Void",928,72.1
"20","Kolaghan's Command",380,72
"21","Fury",657,72
"22","Veil of Summer",1145,72
"23","Fatal Push",239,71.9
"24","March of Otherworldly Light",437,71.8
"25","Hushbringer",254,71.7
"26","Foundation Breaker",382,71.7
"27","Tourach, Dread Cantor",528,71.7
"28","Nihil Spellbomb",340,71.6
"29","Emrakul, the Promised End",408,71.6
"30","Alpine Moon",647,71.6
"31","Terminate",310,71.5
"32","Path to Exile",643,71.5
"33","Lurrus of the Dream-Den",473,71.4
"34","Pithing Needle",1102,71.4
"35","Necromentia",365,71.3
"36","Sanctifier en-Vec",704,71.2
"37","Unmoored Ego",87,71.1
"38","Blacksmith's Skill",192,71.1
"39","Knight of Autumn",173,71.1
"40","Dismember",284,71.1
"41","Abrade",247,71
"42","Meddling Mage",271,71
"43","Thoughtseize",489,71
"44","Tormod's Crypt",471,71
"45","Collective Brutality",144,70.9
"46","Outland Liberator",265,70.9
"47","Leyline of Sanctity",408,70.9
"48","Living End",49,70.8
"49","Hidetsugu Consumes All",213,70.8
"50","Wear // Tear",335,70.8
