"","CardNames","DeckCount","Winrate95Min"
"1","Blast Zone",21,65.9
"2","Dreadhorde Arcanist",12,65.5
"3","Tenth District Legionnaire",12,65.5
"4","Ancestral Anger",12,65.5
"5","Gird for Battle",12,65.5
"6","Defiant Strike",12,65.5
"7","Gods Willing",12,65.5
"8","Reckless Rage",12,65.5
"9","Titan's Strength",12,65.5
"10","Fatal Push",79,65.4
"11","Oni-Cult Anvil",45,65.3
"12","The Meathook Massacre",42,65.2
"13","Deadly Dispute",55,65.2
"14","Urborg, Tomb of Yawgmoth",43,65
"15","Favored Hoplite",13,64.8
"16","Den of the Bugbear",55,64.8
"17","Thoughtseize",64,64.8
"18","Haunted Ridge",57,64.7
"19","Terrarion",25,64.6
"20","Experimental Synthesizer",25,64.6
"21","Voltage Surge",25,64.6
"22","Swamp",63,64.6
"23","Boros Charm",16,64.4
"24","Plains",100,64.4
"25","Sokenzan, Crucible of Defiance",42,64.2
"26","Takenuma, Abandoned Mire",51,64.2
"27","Blightstep Pathway",60,64.2
"28","Scattered Groves",4,63.9
"29","Soul-Guide Lantern",14,63.9
"30","Karn, the Great Creator",17,63.9
"31","Voldaren Epicure",36,63.9
"32","Castle Locthwain",41,63.9
"33","Monastery Swiftspear",16,63.8
"34","Hive of the Eye Tyrant",54,63.8
"35","Kolaghan's Command",43,63.7
"36","Brightclimb Pathway",26,63.6
"37","Soul-Scar Mage",15,63.5
"38","Concealed Courtyard",23,63.4
"39","Botanical Sanctum",27,63.3
"40","Sacred Foundry",30,63.3
"41","Mutavault",46,63.2
"42","Dark Petition",14,63.1
"43","Lotus Field",19,63.1
"44","Alseid of Life's Bounty",29,63.1
"45","Godless Shrine",34,63
"46","Mountain",53,63
"47","Emergent Ultimatum",17,62.9
"48","Shimmer of Possibility",17,62.9
"49","Omniscience",17,62.9
"50","Fae of Wishes",18,62.8
