"","CardNames","DeckCount","WinrateAverage"
"1","Plains",100,68.2
"2","Fatal Push",79,69.4
"3","Thoughtseize",64,69.3
"4","Island",64,66.9
"5","Swamp",63,69.1
"6","Hallowed Fountain",61,66.3
"7","Blightstep Pathway",60,68.9
"8","Haunted Ridge",57,69.5
"9","Deadly Dispute",55,70.1
"10","Den of the Bugbear",55,69.6
"11","Hive of the Eye Tyrant",54,68.8
"12","Mountain",53,68
"13","Portable Hole",53,67.8
"14","Takenuma, Abandoned Mire",51,69.3
"15","Eiganjo, Seat of the Empire",47,64.4
"16","Blood Crypt",46,68
"17","Mutavault",46,68.9
"18","Otawara, Soaring City",46,67.7
"19","Oni-Cult Anvil",45,70.7
"20","Consider",44,66.9
"21","Kolaghan's Command",43,69.2
"22","Urborg, Tomb of Yawgmoth",43,70.5
"23","The Meathook Massacre",42,70.7
"24","Sokenzan, Crucible of Defiance",42,69.7
"25","Castle Locthwain",41,69.6
"26","Stomping Ground",40,66
"27","Hall of Storm Giants",39,66.9
"28","Bloodtithe Harvester",38,68.4
"29","Expressive Iteration",38,68.4
"30","Hengegate Pathway",37,68.8
"31","Voldaren Epicure",36,69.9
"32","Mana Confluence",35,65.1
"33","Godless Shrine",34,69.6
"34","Overgrown Tomb",34,67.1
"35","Steam Vents",34,67.4
"36","March of Otherworldly Light",33,65.6
"37","Glacial Fortress",33,64.2
"38","Forest",31,68.8
"39","Boseiju, Who Endures",30,65.7
"40","Sacred Foundry",30,70.1
"41","Supreme Verdict",30,64.6
"42","Alseid of Life's Bounty",29,70.1
"43","Cragcrown Pathway",29,65.8
"44","Treasure Cruise",29,69
"45","Opt",29,69
"46","Prosperous Innkeeper",28,65.7
"47","Blooming Marsh",28,67.2
"48","Ornithopter",28,68
"49","Stonecoil Serpent",28,68
"50","Springleaf Drum",28,68
