"","CardNames","DeckCount","Winrate95Min"
"1","Lurrus of the Dream-Den",101,66.8
"2","By Force",13,66.1
"3","Deafening Clarion",12,65.5
"4","Pithing Needle",18,65.2
"5","Battle at the Bridge",17,65.2
"6","Void Snare",7,65.1
"7","Redcap Melee",15,64.6
"8","Anger of the Gods",29,64.6
"9","Go Blank",69,64.2
"10","Legion's End",39,64
"11","Skysovereign, Consul Flagship",17,63.9
"12","Dig Through Time",5,63.6
"13","Adanto Vanguard",11,63.6
"14","Light of Hope",11,63.6
"15","Kolaghan's Command",20,63.6
"16","Duress",35,63.6
"17","Mystical Dispute",96,63.6
"18","Apostle of Purifying Light",20,63.5
"19","Damping Sphere",28,63.5
"20","Feed the Swarm",31,63.5
"21","Grafdigger's Cage",37,63.5
"22","Wilt",9,63.2
"23","Thoughtseize",40,63.1
"24","Tormod's Crypt",18,63
"25","Approach of the Second Sun",17,62.9
"26","Kroxa, Titan of Death's Hunger",20,62.9
"27","Ugin, the Spirit Dragon",18,62.8
"28","Invasive Surgery",16,62.4
"29","Thought Distortion",22,62.4
"30","Glass Casket",21,62.2
"31","Jace, Wielder of Mysteries",16,62.1
"32","Roiling Vortex",11,61.8
"33","Necromentia",25,61.5
"34","Fatal Push",28,61.4
"35","Aether Gust",41,61.4
"36","Deafening Silence",59,61.3
"37","Bolas's Citadel",15,61.1
"38","Hushbringer",19,61
"39","Witch's Oven",14,60.7
"40","Lantern of the Lost",15,60
"41","Natural State",18,59.9
"42","Dovin's Veto",26,59.9
"43","Oni-Cult Anvil",12,59.7
"44","Abrupt Decay",21,59.7
"45","Stubborn Denial",17,59
"46","Dead Weight",11,58.7
"47","Treasure Vault",12,58.7
"48","Soul-Guide Lantern",23,58.6
"49","Fry",15,58.3
"50","Narset, Parter of Veils",20,58.2
