"","SetCode","NoCopies","Winrate"
"1","ELD",1618,0.676
"2","NEO",1272,0.676
"3","AFR",1077,0.679
"4","MID",927,0.671
"5","LEA",873,0.679
"6","ZNR",792,0.672
"7","WAR",731,0.689
"8","AER",671,0.699
"9","KHM",646,0.667
"10","VOW",584,0.678
"11","KLD",575,0.687
"12","IKO",542,0.683
"13","M20",536,0.689
"14","THB",530,0.689
"15","LRW",489,0.69
"16","STX",477,0.673
"17","RTR",441,0.653
"18","RAV",427,0.681
"19","DIS",408,0.667
"20","KTK",400,0.698
"21","THS",396,0.703
"22","AKH",391,0.694
"23","SOI",375,0.694
"24","GPT",309,0.675
"25","GRN",231,0.693
"26","APC",205,0.711
"27","M21",202,0.692
"28","M10",197,0.663
"29","XLN",189,0.676
"30","DOM",188,0.667
"31","INV",183,0.666
"32","DTK",170,0.691
"33","GTC",148,0.712
"34","MOR",147,0.681
"35","DGM",137,0.68
"36","ORI",133,0.691
"37","RNA",125,0.675
"38","MRD",116,0.699
"39","ATQ",112,0.68
"40","RIX",111,0.715
"41","EMN",108,0.639
"42","FRF",107,0.704
"43","M15",102,0.711
"44","OGW",100,0.681
"45","DST",99,0.709
"46","JOU",94,0.654
"47","DKA",85,0.688
"48","ISD",84,0.671
"49","TSP",80,0.699
"50","HOU",72,0.664
"51","USG",70,0.699
"52","BFZ",68,0.66
"53","M19",66,0.653
"54","M14",60,0.632
"55","M11",47,0.671
"56","ICE",46,0.643
"57","PLC",43,0.705
"58","BNG",36,0.662
"59","M13",17,0.727
"60","CMD",11,0.568
"61","C14",11,0.696
"62","TOR",6,0.636
"63","ALA",6,0.583
"64","PTK",6,0.538
"65","M12",4,0.667
"66","FUT",4,0.5
"67","WWK",1,0.75
