"","CardNames","DeckCount","WinrateAverage"
"1","Swamp",100,80.8
"2","Mountain",94,80.8
"3","Plains",94,80.9
"4","Forest",91,81.3
"5","Island",82,81
"6","Shimmerdrift Vale",15,79.6
"7","Feed the Serpent",13,79.7
"8","Demon Bolt",12,83.2
"9","Mistwalker",12,82.2
"10","Quandrix Pledgemage",12,83.9
"11","Scurrid Colony",12,82.1
"12","Rise of Extus",12,83.2
"13","Leech Fanatic",12,80.3
"14","Lash of Malice",12,82.1
"15","Abundant Harvest",12,81.1
"16","Doomskar Oracle",11,82.5
"17","Bound in Gold",11,81.5
"18","Frost Bite",11,80.3
"19","Sarulf's Packmate",11,82
"20","Berg Strider",11,80.2
"21","Field Trip",11,80.9
"22","Witherbloom Campus",11,82
"23","Professor of Zoomancy",11,82.1
"24","Witherbloom Pledgemage",11,82.8
"25","Pilgrim of the Ages",11,81.2
"26","Ornithopter of Paradise",11,81.7
"27","Silverbluff Bridge",11,78
"28","Terminal Agony",11,79
"29","Revolutionist",11,79.7
"30","Tormentor's Helm",10,82.5
"31","Behold the Multiverse",10,78.9
"32","Raven Wings",10,82.9
"33","Deathknell Berserker",10,80
"34","Masked Vandal",10,78.8
"35","Goldvein Pick",10,79.6
"36","Elemental Masterpiece",10,81
"37","Pigment Storm",10,79.8
"38","Arcane Subtraction",10,80.4
"39","Divide by Zero",10,83.8
"40","Eager First-Year",10,78.8
"41","Guiding Voice",10,78.3
"42","Hunt for Specimens",10,81.6
"43","Leyline Invocation",10,82.7
"44","Mage Duel",10,84.8
"45","Silverquill Pledgemage",10,79.4
"46","Bury in Books",10,83.8
"47","Rustvale Bridge",10,80
"48","Goldmire Bridge",10,80.7
"49","Mental Journey",10,75.2
"50","Rift Sower",10,79.6
