"","CardNames","DeckCount","WinrateAverage"
"1","Tuskeri Firewalker",1,100
"2","Road // Ruin",1,100
"3","Tragic Fall",1,100
"4","The World Tree",1,92.3
"5","Verdant Catacombs",1,92.3
"6","Path to the Festival",1,92.3
"7","Pilgrim of the Ages",2,91.7
"8","Shatterskull Minotaur",1,91.7
"9","Synchronized Spellcraft",1,91.7
"10","Yasharn, Implacable Earth",1,91.7
"11","Emeria Captain",1,91.7
"12","Expedition Healer",1,91.7
"13","Kabira Takedown",1,91.7
"14","Arni Slays the Troll",1,91.7
"15","Breakneck Berserker",1,91.7
"16","Harald, King of Skemfar",1,91.7
"17","Koll, the Forgemaster",1,91.7
"18","Gnarled Professor",1,91.7
"19","Humiliate",1,91.7
"20","Team Pennant",1,91.7
"21","Clever Lumimancer",1,91.7
"22","Mind's Desire",1,91.7
"23","Solve the Equation",1,91.7
"24","Field of Ruin",1,91.7
"25","Rootcoil Creeper",1,91.7
"26","Vampire Interloper",1,91.7
"27","Willow Geist",1,91.7
"28","Wrenn and Seven",1,91.7
"29","Landscaper Colos",2,90.9
"30","Late to Dinner",2,90.9
"31","Gossamer Phantasm",1,90.9
"32","Blightspeaker",1,90.9
"33","Brute Force",1,90.9
"34","Char-Rumbler",1,90.9
"35","Empty the Warrens",1,90.9
"36","Hedron Archive",1,90.9
"37","Primal Plasma",1,90.9
"38","Reiterate",1,90.9
"39","Shivan Sand-Mage",1,90.9
"40","Spiketail Drakeling",1,90.9
"41","Archmage Emeritus",1,90.9
"42","Ardent Dustspeaker",1,90.9
"43","Academic Probation",1,90.9
"44","Brackish Trudge",1,90.9
"45","Deadly Brew",1,90.9
"46","Aether Helix",1,90.9
"47","Archfiend of Sorrows",2,90.5
"48","Inquisition of Kozilek",2,90
"49","Starnheim Courser",1,90
"50","Curse of Leeches",1,90
