"","SetCode","NoCopies","Winrate"
"1","ELD",24476,0.679
"2","LEA",22940,0.675
"3","ZNR",17589,0.677
"4","IKO",13791,0.676
"5","WAR",11554,0.678
"6","M20",11476,0.676
"7","THB",10089,0.682
"8","KHM",9399,0.684
"9","THS",9186,0.676
"10","AER",8451,0.681
"11","KLD",7973,0.678
"12","KTK",7683,0.674
"13","RAV",6908,0.678
"14","AKH",6897,0.669
"15","RTR",6140,0.677
"16","GPT",5811,0.681
"17","STX",5774,0.668
"18","GRN",5752,0.68
"19","MID",5745,0.661
"20","SOI",5709,0.678
"21","M21",5572,0.67
"22","M10",5455,0.674
"23","AFR",5250,0.663
"24","LRW",5066,0.686
"25","DOM",4957,0.671
"26","RNA",4882,0.677
"27","DIS",4725,0.675
"28","DTK",4322,0.674
"29","EMN",3811,0.678
"30","M19",3603,0.675
"31","GTC",3416,0.671
"32","BFZ",3030,0.681
"33","INV",3025,0.671
"34","M14",3009,0.676
"35","XLN",3008,0.671
"36","MOR",2994,0.68
"37","APC",2873,0.678
"38","ICE",2679,0.704
"39","JOU",2576,0.677
"40","FRF",2450,0.672
"41","DGM",2288,0.673
"42","OGW",2247,0.669
"43","HOU",2192,0.678
"44","ISD",2135,0.678
"45","RIX",1936,0.671
"46","BNG",1602,0.668
"47","ALA",1482,0.677
"48","TSP",1331,0.687
"49","DKA",1319,0.672
"50","USG",1233,0.68
"51","VOW",1226,0.67
"52","M15",1079,0.678
"53","PTK",1077,0.685
"54","MRD",937,0.676
"55","ORI",924,0.675
"56","CMD",689,0.66
"57","PLC",526,0.682
"58","DST",487,0.674
"59","M11",478,0.669
"60","ZEN",460,0.664
"61","ATQ",400,0.665
"62","STH",220,0.679
"63","ROE",171,0.665
"64","DRK",140,0.669
"65","M13",93,0.671
"66","FUT",69,0.682
"67","C14",61,0.68
"68","TOR",46,0.687
"69","SOM",40,0.697
"70","WWK",35,0.713
"71","NPH",34,0.726
"72","M12",29,0.629
"73","SHM",22,0.556
"74","ONS",19,0.742
"75","ODY",18,0.653
"76","SCG",13,0.681
"77","MMQ",5,0.652
"78","S99",3,0.714
