"","CardNames","DeckCount","Winrate95Min"
"1","Force of Vigor",128,71.1
"2","Endurance",135,70.6
"3","Magus of the Moon",91,70.2
"4","Relic of Progenitus",128,69.7
"5","Mystical Dispute",130,69.3
"6","Chalice of the Void",63,69.1
"7","Subtlety",84,68.9
"8","Emrakul, the Promised End",50,68.4
"9","Boseiju, Who Endures",48,68.3
"10","Veil of Summer",64,68.2
"11","Foundation Breaker",37,68.1
"12","Flusterstorm",70,68
"13","Yorion, Sky Nomad",41,67.9
"14","Outland Liberator",28,67.8
"15","Engineered Explosives",114,67.8
"16","Thoughtseize",36,67.7
"17","Crime // Punishment",28,67.6
"18","Meddling Mage",48,67.5
"19","Necromentia",28,67.2
"20","Leyline of Sanctity",38,67.2
"21","Teferi, Time Raveler",33,67
"22","Blood Moon",58,67
"23","Pithing Needle",68,66.2
"24","Lavinia, Azorius Renegade",34,66.1
"25","Dress Down",61,66
"26","Supreme Verdict",22,65.8
"27","Chandra, Awakened Inferno",23,65.8
"28","Fury",50,65.5
"29","March of Otherworldly Light",34,65.3
"30","Jace, the Mind Sculptor",39,65.2
"31","Dovin's Veto",24,65
"32","Leyline of the Void",26,65
"33","Path to Exile",38,64.9
"34","Hushbringer",19,64.8
"35","Blacksmith's Skill",24,64.5
"36","Spell Pierce",40,64.4
"37","Alpine Moon",31,64.3
"38","Brazen Borrower",9,63.6
"39","Force of Negation",24,63.1
"40","Bojuka Bog",10,63
"41","Memory Deluge",7,62.9
"42","Cavern of Souls",14,62.9
"43","Knight of Autumn",19,62.9
"44","Sanctifier en-Vec",35,62.9
"45","Prismatic Ending",15,62.6
"46","Ashiok, Dream Render",13,62.6
"47","Soul-Guide Lantern",32,62.6
"48","Grafdigger's Cage",9,62.2
"49","Celestial Purge",5,62.1
"50","Scavenging Ooze",11,62.1
