"","SetCode","NoCopies","Winrate"
"1","MH2",4107,0.722
"2","MH1",1926,0.725
"3","ZEN",1747,0.721
"4","LEA",1711,0.72
"5","ONS",1144,0.718
"6","NEO",796,0.724
"7","ELD",683,0.721
"8","KLD",609,0.72
"9","WAR",592,0.719
"10","RAV",584,0.715
"11","WWK",576,0.706
"12","GPT",558,0.723
"13","DIS",540,0.727
"14","FUT",490,0.728
"15","M20",457,0.72
"16","ICE",389,0.728
"17","STX",381,0.717
"18","TSP",367,0.71
"19","SOM",359,0.702
"20","MID",357,0.729
"21","EMN",355,0.732
"22","ARB",352,0.733
"23","ZNR",345,0.708
"24","LRW",340,0.713
"25","AVR",335,0.726
"26","5DN",330,0.71
"27","NPH",321,0.702
"28","ATQ",314,0.713
"29","THB",282,0.708
"30","MRD",281,0.714
"31","CSP",272,0.708
"32","DKA",265,0.754
"33","M11",260,0.717
"34","ALA",246,0.726
"35","PLS",224,0.72
"36","IKO",217,0.72
"37","M21",199,0.73
"38","PC2",196,0.739
"39","AKH",189,0.732
"40","CHK",166,0.697
"41","CMD",154,0.732
"42","RNA",151,0.71
"43","MBS",149,0.722
"44","AFR",148,0.703
"45","KTK",145,0.677
"46","ROE",144,0.69
"47","HOU",143,0.74
"48","OGW",139,0.716
"49","DRK",135,0.715
"50","AER",123,0.681
"51","GTC",116,0.676
"52","MIR",114,0.762
"53","PLC",114,0.727
"54","APC",113,0.717
"55","SHM",113,0.681
"56","RTR",106,0.72
"57","JOU",106,0.676
"58","SOK",92,0.704
"59","DST",87,0.701
"60","CON",87,0.719
"61","SOI",82,0.689
"62","VOW",74,0.713
"63","GRN",73,0.72
"64","STH",73,0.696
"65","ISD",63,0.688
"66","M19",57,0.703
"67","DOM",55,0.699
"68","INV",53,0.714
"69","EVE",51,0.745
"70","DGM",46,0.735
"71","BFZ",41,0.717
"72","WTH",37,0.681
"73","ARN",36,0.683
"74","ULG",31,0.712
"75","XLN",27,0.684
"76","MOR",26,0.722
"77","M13",26,0.7
"78","JUD",23,0.705
"79","M15",20,0.706
"80","FRF",18,0.7
"81","ORI",18,0.681
"82","TMP",14,0.667
"83","M10",13,0.744
"84","DTK",12,0.689
"85","NEM",11,0.725
"86","C14",10,0.74
"87","M12",10,0.615
"88","TOR",8,0.636
"89","THS",5,0.778
"90","KHM",4,0.788
"91","P02",4,0.75
"92","SCG",3,0.652
"93","LEG",2,0.733
"94","BOK",2,0.714
"95","CN2",1,0.571
