"","CardNames","DeckCount","WinrateAverage"
"1","Worship",2,100
"2","Shock",2,100
"3","Cast Down",2,100
"4","Mesmeric Orb",2,100
"5","Pyromancer Ascension",2,100
"6","Experimental Frenzy",1,100
"7","Burst Lightning",1,100
"8","Chandra's Defeat",1,100
"9","Magma Spray",1,100
"10","Grinding Station",1,100
"11","Apostle's Blessing",1,100
"12","Thorn of Amethyst",1,100
"13","Tidehollow Sculler",1,100
"14","Bloodbraid Elf",1,100
"15","Valki, God of Lies",1,100
"16","Dance of the Manse",1,100
"17","Scarscale Ritual",1,100
"18","Cloudform",1,100
"19","Conflagrate",1,100
"20","Cinderclasm",1,100
"21","Crash Through",1,100
"22","Ad Nauseam",1,100
"23","Lightning Greaves",1,100
"24","Sword of Light and Shadow",1,100
"25","Esper Charm",1,100
"26","Tend the Pests",1,100
"27","Sin Collector",1,100
"28","Voice of Resurgence",1,100
"29","Ashen Rider",1,100
"30","Stoneforge Mystic",1,100
"31","Sudden Edict",1,100
"32","Inquisition of Kozilek",1,100
"33","Culling Ritual",1,100
"34","Tome Scour",1,100
"35","Aeve, Progenitor Ooze",1,100
"36","Terastodon",1,100
"37","Savage Swipe",1,100
"38","Manic Scribe",1,100
"39","Cursed Totem",4,93.8
"40","Flame Blitz",4,93.8
"41","Thalia, Guardian of Thraben",3,92.3
"42","Mana Tithe",3,91.7
"43","Jeskai Ascendancy",3,91.7
"44","Flesh // Blood",3,91.7
"45","Expressive Iteration",3,91.7
"46","Sanctum Prelate",3,91.7
"47","Void Winnower",5,90
"48","Damn",7,89.3
"49","Void Snare",2,88.9
"50","Ray of Revelation",2,88.9
