"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",755,79.3
"2","Steam Vents",675,79.7
"3","Forest",641,79.9
"4","Scalding Tarn",640,79.1
"5","Island",634,79.2
"6","Misty Rainforest",621,80
"7","Mountain",613,79.5
"8","Wooded Foothills",609,79.9
"9","Flooded Strand",526,79.9
"10","Plains",513,78.9
"11","Stomping Ground",483,80.6
"12","Breeding Pool",466,80.2
"13","Mishra's Bauble",431,78.2
"14","Bloodstained Mire",430,78.9
"15","Teferi, Time Raveler",378,79.6
"16","Windswept Heath",375,80.2
"17","Hallowed Fountain",367,79.7
"18","Sacred Foundry",363,80.1
"19","Polluted Delta",362,78.4
"20","Temple Garden",346,80.2
"21","Swamp",341,78.7
"22","Force of Negation",335,79.9
"23","Raugrin Triome",323,80
"24","Wrenn and Six",317,80.6
"25","Ketria Triome",303,80.4
"26","Fiery Islet",296,79.8
"27","Expressive Iteration",292,79
"28","Blood Crypt",287,78.3
"29","Arid Mesa",277,79.4
"30","Thoughtseize",275,78.4
"31","Spirebluff Canal",264,79.3
"32","Monastery Swiftspear",262,79.5
"33","Urza's Saga",262,79.7
"34","Prismatic Ending",256,79.6
"35","Inquisition of Kozilek",253,78
"36","Fatal Push",250,78.6
"37","Ragavan, Nimble Pilferer",250,78.5
"38","Verdant Catacombs",248,79
"39","Unholy Heat",247,78.3
"40","Dragon's Rage Channeler",245,78.4
"41","Archmage's Charm",229,78.4
"42","Counterspell",229,79.2
"43","Omnath, Locus of Creation",221,81.2
"44","Snow-Covered Island",205,80.5
"45","Overgrown Tomb",204,79
"46","Cryptic Command",203,79
"47","Shadowspear",202,79.9
"48","Snow-Covered Plains",199,80.9
"49","Watery Grave",195,78.8
"50","Snow-Covered Forest",190,80.6
