"","CardNames","DeckCount","Winrate95Min"
"1","Force of Vigor",308,78.2
"2","Relic of Progenitus",258,78.1
"3","Mystical Dispute",490,77.7
"4","Tormod's Crypt",195,77.6
"5","Wurmcoil Engine",72,77.5
"6","Pithing Needle",316,77.5
"7","Lightning Helix",48,77.4
"8","Torpor Orb",157,77.3
"9","Engineered Explosives",539,77.3
"10","Endurance",235,77.2
"11","Soul-Guide Lantern",272,77.2
"12","Cleansing Wildfire",131,77.1
"13","Abrade",169,77
"14","Veil of Summer",418,77
"15","Kor Firewalker",126,76.8
"16","Dismember",136,76.8
"17","Flusterstorm",187,76.7
"18","Liquimetal Coating",127,76.6
"19","Force of Negation",181,76.5
"20","Rest in Peace",206,76.5
"21","Path to Exile",308,76.5
"22","Lurrus of the Dream-Den",447,76.5
"23","Alpine Moon",235,76.4
"24","Aether Gust",340,76.4
"25","Skullcrack",57,76.3
"26","Leyline of Sanctity",77,76.3
"27","Foundation Breaker",93,76.3
"28","Ensnaring Bridge",115,76.2
"29","Prismatic Ending",125,76.1
"30","Chalice of the Void",223,76.1
"31","Ancient Grudge",63,76
"32","Celestial Purge",170,76
"33","Thoughtseize",188,75.7
"34","Blood Moon",201,75.7
"35","Sanctifier en-Vec",140,75.6
"36","Dovin's Veto",135,75.6
"37","Kozilek, Butcher of Truth",78,75.5
"38","Yorion, Sky Nomad",83,75.5
"39","Walking Ballista",105,75.3
"40","Spell Pierce",170,75.3
"41","Kozilek's Return",177,75.3
"42","Skysovereign, Consul Flagship",45,75.2
"43","Kaheera, the Orphanguard",88,75.2
"44","Emrakul, the Promised End",35,75
"45","Nature's Claim",82,75
"46","Wear // Tear",100,75
"47","Tireless Tracker",58,74.9
"48","Ashiok, Dream Render",111,74.9
"49","Bedlam Reveler",54,74.8
"50","Leyline of the Void",69,74.8
