"","CardNames","DeckCount","Winrate95Min"
"1","Stomping Ground",483,78.8
"2","Omnath, Locus of Creation",221,78.5
"3","Breeding Pool",466,78.4
"4","Misty Rainforest",621,78.4
"5","Forest",641,78.4
"6","Wrenn and Six",317,78.3
"7","Wooded Foothills",609,78.3
"8","Steam Vents",675,78.2
"9","Snow-Covered Plains",199,78.1
"10","Ketria Triome",303,78.1
"11","Windswept Heath",375,78.1
"12","Flooded Strand",526,78.1
"13","Temple Garden",346,78
"14","Sacred Foundry",363,78
"15","Mountain",613,77.9
"16","Lightning Bolt",755,77.8
"17","Fury",168,77.7
"18","Cavern of Souls",185,77.7
"19","Snow-Covered Forest",190,77.7
"20","Raugrin Triome",323,77.7
"21","Snow-Covered Island",205,77.6
"22","Force of Negation",335,77.6
"23","Island",634,77.6
"24","Hallowed Fountain",367,77.5
"25","Teferi, Time Raveler",378,77.5
"26","Scalding Tarn",640,77.5
"27","Fiery Islet",296,77.4
"28","Brazen Borrower",165,77.3
"29","Grove of the Burnwillows",7,77.2
"30","Silent Clearing",174,77.1
"31","Urza's Saga",262,77.1
"32","Plains",513,77.1
"33","Violent Outburst",134,77
"34","Shadowspear",202,77
"35","Prismatic Ending",256,77
"36","Monastery Swiftspear",262,76.9
"37","Arid Mesa",277,76.9
"38","Bloodstained Mire",430,76.9
"39","Spirebluff Canal",264,76.8
"40","Ephemerate",96,76.7
"41","Uro, Titan of Nature's Wrath",79,76.6
"42","Ghost Quarter",82,76.6
"43","Solitude",180,76.6
"44","Expressive Iteration",292,76.6
"45","Karn, the Great Creator",128,76.5
"46","Stoneforge Mystic",190,76.5
"47","Swamp",341,76.5
"48","Urza's Mine",105,76.4
"49","Urza's Power Plant",105,76.4
"50","Urza's Tower",105,76.4
