"","SetCode","NoCopies","Winrate"
"1","LEA",2912,0.645
"2","MRD",1360,0.639
"3","ICE",1061,0.651
"4","CLB",880,0.626
"5","NEO",671,0.638
"6","SOM",671,0.642
"7","MH2",653,0.642
"8","AFR",542,0.619
"9","VOW",518,0.639
"10","ZEN",476,0.641
"11","MH1",463,0.658
"12","DMU",417,0.646
"13","IKO",364,0.65
"14","TOR",354,0.642
"15","ALL",344,0.645
"16","TSP",343,0.669
"17","MBS",337,0.657
"18","JUD",320,0.647
"19","SNC",294,0.627
"20","KTK",289,0.628
"21","BRO",263,0.662
"22","DRK",258,0.621
"23","M11",255,0.651
"24","KHM",235,0.646
"25","LRW",223,0.667
"26","ATQ",222,0.719
"27","WWK",222,0.649
"28","SOI",220,0.627
"29","ALA",219,0.607
"30","AER",211,0.626
"31","ROE",205,0.654
"32","VIS",192,0.658
"33","USG",180,0.669
"34","AKH",177,0.623
"35","DIS",177,0.617
"36","MMQ",174,0.645
"37","ULG",166,0.663
"38","RTR",166,0.611
"39","DOM",165,0.671
"40","FRF",162,0.633
"41","DKA",153,0.651
"42","INV",139,0.66
"43","LEG",134,0.632
"44","C16",126,0.663
"45","AVR",125,0.647
"46","EVE",114,0.622
"47","XLN",111,0.644
"48","GPT",110,0.626
"49","MID",99,0.65
"50","M19",96,0.636
"51","MOR",93,0.633
"52","M12",83,0.652
"53","BOK",82,0.642
"54","RAV",76,0.682
"55","STX",74,0.717
"56","SHM",74,0.606
"57","M13",72,0.628
"58","ONS",71,0.677
"59","NPH",69,0.618
"60","APC",67,0.612
"61","ODY",66,0.711
"62","GTC",56,0.693
"63","TMP",52,0.637
"64","CSP",49,0.614
"65","ORI",48,0.651
"66","RNA",48,0.619
"67","CMR",46,0.604
"68","HOU",45,0.664
"69","ZNR",42,0.624
"70","DGM",42,0.596
"71","M21",42,0.603
"72","ISD",41,0.683
"73","OGW",34,0.696
"74","FUT",34,0.687
"75","PLS",34,0.6
"76","SCG",28,0.722
"77","P02",28,0.704
"78","CN2",26,0.641
"79","JMP",22,0.661
"80","THB",22,0.603
"81","WAR",21,0.64
"82","M10",21,0.636
"83","THS",20,0.667
"84","ELD",16,0.636
"85","DST",16,0.618
"86","ARB",15,0.75
"87","ARN",14,0.576
"88","NEM",14,0.576
"89","CHK",13,0.659
"90","EXO",13,0.642
"91","BFZ",11,0.662
"92","LGN",10,0.704
"93","MIR",9,0.674
"94","M14",9,0.6
"95","EMN",8,0.609
"96","M15",7,0.5
"97","PCY",6,0.721
"98","SOK",5,0.686
"99","ONE",5,0.417
"100","5DN",4,0.778
"101","GRN",4,0.615
"102","PLC",4,0.571
"103","FEM",1,0.778
"104","KLD",1,0.714
