"","CardNames","DeckCount","Winrate95Min"
"1","Abrade",33,70.7
"2","Spell Pierce",29,70.2
"3","Aether Gust",67,69.7
"4","Engineered Explosives",77,69.7
"5","Subtlety",11,69.5
"6","Soul-Guide Lantern",50,69.5
"7","Blood Moon",28,69.2
"8","Tormod's Crypt",54,69.2
"9","Pithing Needle",58,69
"10","Hurkyl's Recall",20,68.6
"11","Force of Negation",19,68.5
"12","Lurrus of the Dream-Den",59,68.4
"13","Force of Vigor",51,68.3
"14","Endurance",29,68
"15","Teferi, Time Raveler",17,67.9
"16","Foundation Breaker",38,67.9
"17","Relic of Progenitus",34,67.7
"18","Seasoned Pyromancer",6,67.6
"19","Mystical Dispute",66,67.4
"20","Thoughtseize",43,67
"21","Drannith Magistrate",6,66.9
"22","Veil of Summer",53,66.6
"23","Shattering Spree",29,66.5
"24","Prismatic Ending",20,66.4
"25","Unholy Heat",21,66.2
"26","Path to Exile",35,66.1
"27","Sanctifier en-Vec",24,65.8
"28","Alpine Moon",29,65.6
"29","Grafdigger's Cage",19,65.5
"30","Chalice of the Void",37,65.3
"31","Kozilek's Return",17,65.2
"32","Fatal Push",30,65.2
"33","Wear // Tear",16,65.1
"34","Dismember",37,65.1
"35","Ghost Quarter",21,64.8
"36","Rest in Peace",26,64.5
"37","Stony Silence",16,64.4
"38","Leyline of Sanctity",29,64.4
"39","Anger of the Gods",18,64.3
"40","Fury",13,64.1
"41","Seal of Cleansing",15,64.1
"42","Tireless Tracker",18,64.1
"43","Nihil Spellbomb",18,64.1
"44","Narset, Parter of Veils",7,64
"45","Shatterstorm",7,63.8
"46","Bojuka Bog",19,63.8
"47","Ashiok, Dream Render",26,63.8
"48","Dispel",11,63.7
"49","Void Mirror",21,63.7
"50","Kozilek, Butcher of Truth",23,63.7
