"","CardNames","DeckCount","WinrateAverage"
"1","Power Conduit",1,90
"2","Phyrexia's Core",1,90
"3","Deputy of Detention",2,83.3
"4","Drannith Magistrate",2,83.3
"5","Knight of Autumn",2,83.3
"6","Sanctifier en-Vec",2,83.3
"7","Soulherder",2,83.3
"8","Stonehorn Dignitary",2,83.3
"9","Thassa, Deep-Dwelling",2,83.3
"10","Venser, Shaper Savant",2,83.3
"11","Endurance",2,81.8
"12","Forked Bolt",1,80
"13","Creeping Tar Pit",1,80
"14","Sea Gate Restoration",3,79.3
"15","Dead // Gone",5,78.7
"16","Arcbound Ravager",5,78.6
"17","Arcbound Worker",5,78.6
"18","Hangarback Walker",5,78.6
"19","Animation Module",5,78.6
"20","The Ozolith",5,78.6
"21","Throne of Geth",5,78.6
"22","Hardened Scales",5,78.6
"23","Cragcrown Pathway",5,78.6
"24","Llanowar Reborn",5,78.6
"25","Power Depot",5,78.6
"26","Zabaz, the Glimmerwasp",5,78.6
"27","Murktide Regent",13,78
"28","Thought Scour",13,78
"29","Architects of Will",5,77.8
"30","Tarfire",4,77.8
"31","Watcher for Tomorrow",2,77.8
"32","Fractured Sanity",2,77.8
"33","Gut Shot",2,77.8
"34","Terminate",2,77.8
"35","Kabira Crossroads",1,77.8
"36","Gorilla Shaman",1,77.8
"37","Shatterskull Smashing",1,77.8
"38","Liquimetal Coating",1,77.8
"39","Trinisphere",1,77.8
"40","Endbringer",1,77.8
"41","Basilisk Collar",1,77.8
"42","Spreading Seas",1,77.8
"43","Flamekin Harbinger",1,77.8
"44","Omnath, Locus of the Roil",1,77.8
"45","Reveillark",1,77.8
"46","Unsettled Mariner",1,77.8
"47","Voice of Resurgence",1,77.8
"48","Soul-Guide Lantern",4,77.1
"49","Hengegate Pathway",3,76.9
"50","Lightning Axe",3,76.9
