"","CardNames","DeckCount","WinrateAverage"
"1","Engineered Explosives",77,73.3
"2","Aether Gust",67,73.5
"3","Mystical Dispute",66,71.4
"4","Lurrus of the Dream-Den",59,72.5
"5","Pithing Needle",58,73.2
"6","Tormod's Crypt",54,73.5
"7","Veil of Summer",53,71.2
"8","Force of Vigor",51,72.8
"9","Soul-Guide Lantern",50,73.9
"10","Thoughtseize",43,72
"11","Foundation Breaker",38,73.1
"12","Chalice of the Void",37,70.7
"13","Dismember",37,70.6
"14","Path to Exile",35,71.7
"15","Relic of Progenitus",34,73.2
"16","Abrade",33,76
"17","Fatal Push",30,71.2
"18","Leyline of Sanctity",29,70.8
"19","Spell Pierce",29,75.9
"20","Endurance",29,74
"21","Alpine Moon",29,71.6
"22","Shattering Spree",29,72.4
"23","Blood Moon",28,75
"24","Rest in Peace",26,71.2
"25","Ashiok, Dream Render",26,70.5
"26","Sanctifier en-Vec",24,72.5
"27","Leyline of the Void",23,70.6
"28","Kozilek, Butcher of Truth",23,70.9
"29","Damping Sphere",22,70.9
"30","Ghost Quarter",21,72.2
"31","Void Mirror",21,71
"32","Unholy Heat",21,73.2
"33","Prismatic Ending",20,73.8
"34","Hurkyl's Recall",20,75.7
"35","Grafdigger's Cage",19,73.2
"36","Bojuka Bog",19,71.5
"37","Collective Brutality",19,70.9
"38","Force of Negation",19,75.8
"39","Tireless Tracker",18,72
"40","Anger of the Gods",18,72.1
"41","Nihil Spellbomb",18,72
"42","Plague Engineer",18,67.4
"43","Teferi, Time Raveler",17,75.7
"44","Kozilek's Return",17,73.2
"45","Wear // Tear",16,73.1
"46","Stony Silence",16,73
"47","Collector Ouphe",16,68.9
"48","Seal of Cleansing",15,72.7
"49","Kor Firewalker",14,69.2
"50","Liquimetal Coating",14,70
