"","CardNames","DeckCount","Winrate95Min"
"1","Hydroblast",125,65.6
"2","Surgical Extraction",159,65.6
"3","Force of Negation",105,65.5
"4","Pyroblast",162,65.5
"5","Red Elemental Blast",100,65
"6","Submerge",54,64.5
"7","Yorion, Sky Nomad",32,64.3
"8","Magus of the Moon",47,64.3
"9","Rough // Tumble",44,64.1
"10","Force of Vigor",82,64
"11","Pithing Needle",30,63.7
"12","Meltdown",90,63.7
"13","Mindbreak Trap",41,63.6
"14","Carpet of Flowers",51,63.6
"15","Maddening Hex",50,63.6
"16","Leyline of the Void",58,63.5
"17","Ensnaring Bridge",8,63.4
"18","Ethersworn Canonist",16,63.2
"19","Counterbalance",47,63.2
"20","Endurance",55,63.1
"21","Fiery Confluence",30,63
"22","Flusterstorm",42,62.9
"23","Veil of Summer",20,62.7
"24","Choke",25,62.5
"25","Thoughtseize",47,62.5
"26","Serenity",39,62.3
"27","Opposition Agent",8,62.1
"28","Kataki, War's Wage",7,61.8
"29","Trinisphere",15,61.8
"30","Grafdigger's Cage",30,61.8
"31","Tormod's Crypt",8,61.7
"32","Cabal Therapy",7,61.7
"33","Collector Ouphe",39,61.7
"34","Sphere of Resistance",10,61.5
"35","Price of Progress",11,61.4
"36","Dead // Gone",17,61.3
"37","Faerie Macabre",36,61.1
"38","Karakas",20,61
"39","Plague Engineer",28,61
"40","Soul-Guide Lantern",13,60.6
"41","Progenitus",19,60.5
"42","Engineered Explosives",31,60.5
"43","Supreme Verdict",11,60.4
"44","Minsc & Boo, Timeless Heroes",14,60.4
"45","Mystical Dispute",8,60.3
"46","Dress Down",7,60.3
"47","Relic of Progenitus",4,60
"48","Glacial Chasm",14,60
"49","Brazen Borrower",17,60
"50","Tower of the Magistrate",16,59.9
