"","CardNames","DeckCount","Winrate95Min"
"1","Flooded Strand",143,66.2
"2","Wasteland",149,66
"3","Ponder",148,66
"4","Misty Rainforest",166,66
"5","Force of Will",164,65.9
"6","Pyroblast",90,65.8
"7","Polluted Delta",117,65.7
"8","Brainstorm",157,65.7
"9","Island",112,65.6
"10","Wooded Foothills",56,65.5
"11","Daze",90,65.5
"12","Sylvan Library",32,65.4
"13","Life from the Loam",40,65.4
"14","Scalding Tarn",128,65.3
"15","Endurance",85,65.2
"16","Karakas",94,65.2
"17","Forest",70,65
"18","Urza's Saga",54,64.8
"19","Ancient Tomb",62,64.8
"20","Boseiju, Who Endures",69,64.8
"21","Swords to Plowshares",90,64.8
"22","Narset, Parter of Veils",33,64.7
"23","Tundra",65,64.7
"24","Lightning Bolt",81,64.7
"25","Soul-Guide Lantern",19,64.5
"26","Expressive Iteration",81,64.5
"27","Mishra's Bauble",81,64.5
"28","Volcanic Island",117,64.5
"29","Minsc & Boo, Timeless Heroes",40,64.4
"30","Goblin Rabblemaster",13,64.3
"31","City of Traitors",47,64.3
"32","Mountain",58,64.3
"33","Bojuka Bog",61,64.3
"34","Lotus Petal",78,64.3
"35","Prismatic Ending",78,64.3
"36","Mystic Sanctuary",74,64.3
"37","Otawara, Soaring City",21,64.2
"38","Crop Rotation",40,64.2
"39","Steam Vents",62,64.2
"40","Dragon's Rage Channeler",66,64.2
"41","Murktide Regent",77,64.2
"42","Fable of the Mirror-Breaker",44,64.1
"43","The Tabernacle at Pendrell Vale",15,64
"44","Thassa's Oracle",21,63.9
"45","Duress",8,63.8
"46","Swamp",34,63.8
"47","Snow-Covered Island",51,63.8
"48","Delver of Secrets",62,63.8
"49","Brazen Borrower",73,63.8
"50","Taiga",61,63.7
