"","CardNames","DeckCount","Winrate95Min"
"1","Alpine Moon",72,68.9
"2","Mystical Dispute",166,68.9
"3","Anger of the Gods",65,68.8
"4","Jace, Wielder of Mysteries",28,68
"5","Narset, Parter of Veils",49,68
"6","Aether Gust",72,68
"7","Ugin, the Spirit Dragon",42,67.9
"8","Fry",30,67.7
"9","Duress",79,67.7
"10","Approach of the Second Sun",43,67.6
"11","Abrade",13,67.5
"12","Rending Volley",87,67.4
"13","Go Blank",83,67.3
"14","Thought Distortion",45,67.2
"15","Sphinx of the Final Word",25,66.9
"16","Narset's Reversal",61,66.7
"17","Hullbreaker Horror",63,66.7
"18","Chandra, Torch of Defiance",48,66.5
"19","March of Swirling Mist",27,66.4
"20","Redcap Melee",61,66.4
"21","Damping Sphere",73,66.3
"22","Rest in Peace",93,66.3
"23","Kolaghan's Command",34,66.1
"24","Path of Peril",34,66.1
"25","Dreadbore",15,66
"26","Chandra's Defeat",8,65.9
"27","Spell Pierce",27,65.9
"28","Flame-Blessed Bolt",13,65.7
"29","Negate",21,65.7
"30","Young Pyromancer",24,65.7
"31","Ray of Enfeeblement",33,65.7
"32","Natural State",14,65.5
"33","Dovin's Veto",43,65
"34","Elite Spellbinder",52,64.9
"35","Rampaging Ferocidon",34,64.8
"36","Deafening Silence",40,64.8
"37","Tablet of the Guilds",10,64.7
"38","Legion's End",32,64.7
"39","Lava Coil",45,64.7
"40","Jegantha, the Wellspring",19,64.6
"41","Graveyard Trespasser",20,64.5
"42","Leyline of Sanctity",25,64.5
"43","Yorion, Sky Nomad",24,64.4
"44","Roiling Vortex",47,64.4
"45","Portable Hole",45,64.3
"46","Feed the Swarm",27,64.1
"47","Reidane, God of the Worthy",39,64
"48","By Force",13,63.8
"49","Farewell",20,63.8
"50","Voltage Surge",23,63.8
